"","FishNumber","Year","Lat","Long","ShipFL","MEC_Radius","Total_Radius","Age","Stock","Data"
"325","502",2015,50.3859833333333,-125.613316666667,122,639,706,1,"Nadina","JS"
"326","510",2015,50.3859833333333,-125.613316666667,136,651,785,1,"Seymour","JS"
"327","518",2015,50.3859833333333,-125.613316666667,122,618,699,1,"Pitt","JS"
"328","539",2015,50.305,-125.3325,133,682,751,1,"Nadina","JS"
"329","541",2015,50.305,-125.3325,120,663,749,1,"Pitt","JS"
"330","560",2015,50.3049833333333,-125.33255,114,580,692,1,"Seymour","JS"
"331","577",2015,50.4570666666667,-126.164683333333,118,533,636,1,"Seymour","JS"
"332","580",2015,50.4570666666667,-126.164683333333,138,560,715,1,"Seymour","JS"
"333","584",2015,50.4570666666667,-126.164683333333,122,607,714,1,"Seymour","JS"
"334","588",2015,50.4570666666667,-126.164683333333,122,550,674,1,"Pitt","JS"
"335","603",2015,50.4570666666667,-126.164683333333,120,521,634,1,"Chilko","JS"
"336","609",2015,50.3050666666667,-125.332083333333,106,507,663,1,"Chilko","JS"
"337","616",2015,50.1801,-125.343816666667,140,587,730,1,"Birkenhead","JS"
"338","623",2015,50.1801,-125.343816666667,133,565,754,1,"Chilko","JS"
"339","626",2015,50.1919833333333,-125.344033333333,125,517,643,1,"Chilko","JS"
"340","629",2015,50.1919833333333,-125.344033333333,117,568,678,1,"Chilko","JS"
"341","631",2015,50.30505,-125.331933333333,131,582,695,1,"U_Horsefly","JS"
"342","633",2015,50.30505,-125.331933333333,127,611,725,1,"Pitt","JS"
"343","638",2015,50.30505,-125.331933333333,126,554,678,1,"U_Horsefly","JS"
"344","651",2015,50.30505,-125.331933333333,126,544,721,1,"Chilko","JS"
"345","654",2015,50.30505,-125.331933333333,125,585,712,1,"Pitt","JS"
"346","655",2015,50.30505,-125.331933333333,128,571,678,1,"Mitchell","JS"
"347","656",2015,50.30505,-125.331933333333,129,616,698,1,"U_Horsefly","JS"
"348","657",2015,50.30505,-125.331933333333,116,560,679,1,"Pitt","JS"
"349","676",2015,50.3867833333333,-125.61585,121,568,733,1,"U_Horsefly","JS"
"350","678",2015,50.3867833333333,-125.61585,140,656,757,1,"Stellako","JS"
"351","680",2015,50.3867833333333,-125.61585,136,628,746,1,"U_Horsefly","JS"
"352","683",2015,50.3867833333333,-125.61585,126,643,754,1,"Mitchell","JS"
"353","684",2015,50.3867833333333,-125.61585,136,589,716,1,"Chilko_south","JS"
"354","685",2015,50.3867833333333,-125.61585,135,554,709,1,"Chilko","JS"
"355","686",2015,50.3867833333333,-125.61585,132,617,743,1,"U_Horsefly","JS"
"356","700",2015,50.3867833333333,-125.61585,131,547,679,1,"Mitchell","JS"
"357","701",2015,50.3867833333333,-125.61585,137,565,693,1,"Mitchell","JS"
"358","702",2015,50.3867833333333,-125.61585,126,523,715,1,"Chilko","JS"
"359","706",2015,50.3867833333333,-125.61585,133,614,701,1,"L_Adams","JS"
"360","707",2015,50.3867833333333,-125.61585,129,599,716,1,"U_Horsefly","JS"
"361","710",2015,50.3867833333333,-125.61585,132,693,766,1,"L_Adams","JS"
"362","712",2015,50.4509,-126.091466666667,140,574,707,1,"Birkenhead","JS"
"363","717",2015,50.4509,-126.091466666667,129,618,727,1,"Mitchell","JS"
"364","718",2015,50.4509,-126.091466666667,131,606,738,1,"Chilko","JS"
"365","719",2015,50.4509,-126.091466666667,140,630,733,1,"L_Adams","JS"
"366","720",2015,50.4509,-126.091466666667,123,614,727,1,"Pitt","JS"
"367","724",2015,50.4509,-126.091466666667,133,604,727,1,"Mitchell","JS"
"368","726",2015,50.4509,-126.091466666667,134,579,679,1,"Mitchell","JS"
"369","729",2015,50.4509,-126.091466666667,130,558,679,1,"Chilko","JS"
"370","732",2015,50.4509,-126.091466666667,137,599,716,1,"Chilko","JS"
"371","733",2015,50.4509,-126.091466666667,130,549,696,1,"Chilko","JS"
"372","734",2015,50.4509,-126.091466666667,120,592,689,1,"Birkenhead","JS"
"373","736",2015,50.4509,-126.091466666667,132,654,780,1,"L_Adams","JS"
"374","737",2015,50.4509,-126.091466666667,125,597,725,1,"U_Horsefly","JS"
"375","739",2015,50.4509,-126.091466666667,124,596,719,1,"L_Adams","JS"
"376","741",2015,50.4763,-126.011466666667,132,622,713,1,"Mitchell","JS"
"377","742",2015,50.4763,-126.011466666667,127,613,713,1,"L_Adams","JS"
"378","757",2015,50.4763,-126.011466666667,131,624,773,1,"Quesnel_Decept","JS"
"379","758",2015,50.4763,-126.011466666667,135,681,754,1,"L_Adams","JS"
"380","760",2015,50.38835,-125.6123,134,623,754,1,"Pitt","JS"
"381","762",2015,50.38835,-125.6123,128,640,725,1,"Mitchell","JS"
"382","764",2015,50.38835,-125.6123,140,658,765,1,"Quesnel_Decept","JS"
"383","765",2015,50.2859166666667,-125.358933333333,130,555,735,1,"Chilko","JS"
"384","766",2015,50.2859166666667,-125.358933333333,132,598,753,1,"Mitchell","JS"
"385","768",2015,50.2859166666667,-125.358933333333,131,605,703,1,"Quesnel_Decept","JS"
"386","770",2015,50.2859166666667,-125.358933333333,131,562,745,1,"Chilko","JS"
"387","772",2015,50.2859166666667,-125.358933333333,125,551,745,1,"Quesnel_Decept","JS"
"388","773",2015,50.2859166666667,-125.358933333333,128,632,749,1,"U_Horsefly","JS"
"389","774",2015,50.2859166666667,-125.358933333333,128,603,696,1,"Mitchell","JS"
"390","778",2015,50.2859166666667,-125.358933333333,139,598,748,1,"L_Adams","JS"
"391","781",2015,50.2859166666667,-125.358933333333,129,649,735,1,"Quesnel_Decept","JS"
"392","782",2015,50.2859166666667,-125.358933333333,133,600,782,1,"Chilko","JS"
"393","785",2015,50.2859166666667,-125.358933333333,128,623,727,1,"Mitchell","JS"
"394","786",2015,50.2859166666667,-125.358933333333,138,556,730,1,"Chilko","JS"
"395","789",2015,50.2859166666667,-125.358933333333,119,545,649,1,"Seymour","JS"
"396","790",2015,50.2859166666667,-125.358933333333,128,624,718,1,"Quesnel_Decept","JS"
"397","798",2015,50.1893666666667,-125.34035,128,562,692,1,"Quesnel_Decept","JS"
"398","801",2015,50.3052166666667,-125.331983333333,120,633,739,1,"U_Horsefly","JS"
"399","808",2015,50.38635,-125.616133333333,137,607,757,1,"Pitt","JS"
"400","810",2015,50.38635,-125.616133333333,127,565,704,1,"L_Adams","JS"
"401","811",2015,50.38635,-125.616133333333,139,596,762,1,"Quesnel_Decept","JS"
"402","813",2015,50.4574333333333,-126.163316666667,139,601,753,1,"Seymour","JS"
"403","814",2015,50.3049166666667,-125.332716666667,125,590,741,1,"Chilko","JS"
"404","815",2015,50.3050166666667,-125.331966666667,133,644,742,1,"U_Horsefly","JS"
"405","816",2015,50.3050166666667,-125.331966666667,146,569,721,1,"Mitchell","JS"
"406","817",2015,50.3050166666667,-125.331966666667,140,557,736,1,"Mitchell","JS"
"407","818",2015,50.3648666666667,-125.652766666667,144,623,798,1,"U_Horsefly","JS"
"408","820",2015,50.4775833333333,-126.00995,145,532,739,1,"L_Adams","JS"
"409","821",2015,50.4775833333333,-126.00995,138,552,710,1,"Chilko","JS"
"410","824",2015,50.4775833333333,-126.00995,146,582,757,1,"L_Adams","JS"
"411","826",2015,50.4531,-126.099433333333,140,622,803,1,"U_Horsefly","JS"
"412","827",2015,50.4531,-126.099433333333,139,549,749,1,"U_Horsefly","JS"
"413","828",2015,50.4531,-126.099433333333,133,480,697,1,"Quesnel_Decept","JS"
"414","830",2015,50.4707,-126.030233333333,141,655,814,1,"Pitt","JS"
"415","839",2015,50.3049166666667,-125.332383333333,121,593,711,1,"Mitchell","JS"
"416","840",2015,50.3049166666667,-125.332383333333,140,568,719,1,"U_Horsefly","JS"
"417","841",2015,50.3049166666667,-125.332383333333,127,501,727,1,"Quesnel_Decept","JS"
"418","842",2015,50.3049166666667,-125.332383333333,128,541,710,1,"Mitchell","JS"
"419","843",2015,50.179,-125.339666666667,93,257,518,0,"L_Adams","JS"
"420","844",2015,50.179,-125.339666666667,71,247,451,0,"L_Adams","JS"
"421","847",2015,50.4572166666667,-126.163983333333,151,553,748,1,"U_Horsefly","JS"
"422","848",2015,50.4572166666667,-126.163983333333,149,514,692,1,"Mitchell","JS"
"423","849",2015,50.4773,-126.0101,80,265,489,0,"L_Adams","JS"
"424","850",2015,50.4773,-126.0101,99,285,543,0,"L_Adams","JS"
"425","851",2015,50.4773,-126.0101,95,276,527,0,"L_Adams","JS"
"426","853",2015,50.388,-125.615666666667,93,293,532,0,"L_Adams","JS"
"427","854",2015,50.388,-125.615666666667,77,260,482,0,"L_Adams","JS"
"428","855",2015,50.388,-125.615666666667,82,271,493,0,"L_Adams","JS"
"429","858",2015,50.388,-125.615666666667,135,542,730,1,"Mitchell","JS"
"430","862",2015,50.35495,-125.412383333333,79,250,509,0,"U_Horsefly","JS"
"431","863",2015,50.1916166666667,-125.34435,132,558,726,1,"L_Adams","JS"
"432","3",2016,50.3048,-125.1827,151,753.65,813.4,2,"Birkenhead","JS"
"433","7",2016,50.3048,-125.1827,125,655.04,693.37,1,"Stellako","JS"
"434","8",2016,50.3048,-125.1827,126,686.5,722.11,1,"Stellako","JS"
"435","11",2016,50.3048,-125.1827,140,733.82,780.92,2,"Birkenhead","JS"
"436","12",2016,50.3048,-125.1827,121,678.9,705.27,1,"Stellako","JS"
"437","13",2016,50.3048,-125.1827,142,750.82,826.4,1,"Birkenhead","JS"
"438","14",2016,50.3048,-125.1827,134,692.22,769.44,1,"Birkenhead","JS"
"439","20",2016,50.3048,-125.1827,117,612.71,686.84,1,"Stellako","JS"
"440","25",2016,50.3048,-125.1827,122,693.54,732.43,1,"Birkenhead","JS"
"441","27",2016,50.3048,-125.1827,102,672.74,732.68,1,"Stellako","JS"
"442","32",2016,50.3048,-125.1827,126,697.94,755.08,1,"Nadina","JS"
"443","38",2016,50.3867833333333,-125.615716666667,124,633.22,671.57,1,"Nadina","JS"
"444","44",2016,50.3867833333333,-125.615716666667,109,634.24,684.07,1,"Chilko","JS"
"445","47",2016,50.3867833333333,-125.615716666667,117,640.87,683.64,1,"Stellako","JS"
"446","48",2016,50.3867833333333,-125.615716666667,101,638.17,680.97,1,"Stellako","JS"
"447","54",2016,50.3867833333333,-125.615716666667,103,576.4,631.61,1,"Quesnel_Horsef","JS"
"448","63",2016,50.3867833333333,-125.615716666667,112,661.34,711.91,1,"Stellako","JS"
"449","66",2016,50.3867833333333,-125.615716666667,105,695.52,731.32,1,"Nadina","JS"
"450","69",2016,50.3867833333333,-125.615716666667,98,572.95,625.32,1,"Quesnel_Horsef","JS"
"451","73",2016,50.4737666666667,-126.07115,126,707.99,725.54,1,"Nadina","JS"
"452","79",2016,50.4737666666667,-126.07115,133,748.37,800.56,1,"Stellako","JS"
"453","81",2016,50.4737666666667,-126.07115,107,609.82,646.84,1,"Stellako","JS"
"454","82",2016,50.4737666666667,-126.07115,106,500.71,583.98,1,"Chilko","JS"
"455","90",2016,50.4737666666667,-126.07115,102,643.37,685.05,1,"Chilko","JS"
"456","96",2016,50.4737666666667,-126.07115,101,569.52,623.19,1,"Quesnel_Horsef","JS"
"457","97",2016,50.4737666666667,-126.07115,105,639.82,714.31,1,"Birkenhead","JS"
"458","98",2016,50.4737666666667,-126.07115,120,689.18,700.37,1,"Stellako","JS"
"459","101",2016,50.4737666666667,-126.07115,110,659.85,709.87,1,"Stellako","JS"
"460","106",2016,50.4737666666667,-126.07115,90,581.69,613.29,1,"Chilko","JS"
"461","111",2016,50.4737666666667,-126.07115,131,671.38,710.26,1,"Stellako","JS"
"462","113",2016,50.4579,-126.164133333333,126,689.6,708.61,1,"Nadina","JS"
"463","114",2016,50.4579,-126.164133333333,120,664.81,725.6,1,"Nadina","JS"
"464","117",2016,50.4544666666667,-126.14315,120,678.08,738.33,1,"Birkenhead","JS"
"465","119",2016,50.4544666666667,-126.14315,125,637.44,654.5,1,"Nadina","JS"
"466","122",2016,50.4544666666667,-126.14315,112,666.09,704.52,1,"Stellako","JS"
"467","125",2016,50.4544666666667,-126.14315,108,586.49,656.72,1,"Quesnel_Horsef","JS"
"468","130",2016,50.4544666666667,-126.14315,122,728.96,779.89,1,"Birkenhead","JS"
"469","135",2016,50.4544666666667,-126.14315,122,661.69,727.08,1,"L_Adams","JS"
"470","143",2016,50.4544666666667,-126.14315,120,717.42,737.69,1,"Nadina","JS"
"471","151",2016,50.4544666666667,-126.14315,106,608.64,657.9,1,"Chilko","JS"
"472","154",2016,50.4544666666667,-126.14315,119,687.27,718.56,1,"Stellako","JS"
"473","157",2016,50.3643666666667,-125.66285,96,636.32,695.67,1,"Quesnel_Horsef","JS"
"474","159",2016,50.3643666666667,-125.66285,92,561.86,613.88,1,"Quesnel_Mitche","JS"
"475","162",2016,50.3643666666667,-125.66285,87,565.14,614.43,1,"Quesnel_Mitche","JS"
"476","170",2016,50.3643666666667,-125.66285,95,578.86,649.38,1,"Chilko","JS"
"477","172",2016,50.3643666666667,-125.66285,109,702.35,721.64,1,"Stellako","JS"
"478","173",2016,50.3643666666667,-125.66285,105,625.86,674.71,1,"Stellako","JS"
"479","189",2016,50.3047333333333,-125.3325,124,647.84,703.18,1,"Stellako","JS"
"480","194",2016,50.3047333333333,-125.3325,115,687.9,731.71,1,"Stellako","JS"
"481","195",2016,50.3047333333333,-125.3325,104,576.57,647.69,1,"L_Adams","JS"
"482","208",2016,50.3047333333333,-125.3325,111,639.59,685.71,1,"Chilko","JS"
"483","209",2016,50.3047333333333,-125.3325,128,713.65,774.99,2,"Birkenhead","JS"
"484","211",2016,50.3047333333333,-125.3325,127,674.62,688,1,"Nadina","JS"
"485","231",2016,50.1899166666667,-125.3401,94,551.01,622.22,1,"Chilko","JS"
"486","240",2016,50.1899166666667,-125.3401,127,686.34,739.93,1,"Nadina","JS"
"487","241",2016,50.1899166666667,-125.3401,109,581.29,667.37,1,"Chilko","JS"
"488","258",2016,50.3050833333333,-125.3324,88,526.09,582.71,1,"L_Adams","JS"
"489","259",2016,50.3050833333333,-125.3324,94,545.89,603.98,1,"Quesnel_Mitche","JS"
"490","260",2016,50.3050833333333,-125.3324,98,657.25,718.05,1,"Seymour","JS"
"491","270",2016,50.3050833333333,-125.3324,86,557.22,622.12,1,"Quesnel_Mitche","JS"
"492","319",2016,50.3879666666667,-125.6158,121,672.77,695.83,1,"Nadina","JS"
"493","341",2016,50.4527,-126.158216666667,124,703.38,723.16,1,"Nadina","JS"
"494","354",2016,50.4527,-126.158216666667,102,587.61,642.99,1,"Chilko","JS"
"495","358",2016,50.4527,-126.158216666667,102,591.96,672.64,1,"Seymour","JS"
"496","400",2016,50.4761833333333,-126.011666666667,95,594.73,660.63,1,"Chilko","JS"
"497","422",2016,50.3049833333333,-125.332066666667,97,559.65,641.01,1,"Seymour","JS"
"498","458",2016,50.1893,-125.339866666667,96,557.15,587.33,1,"Chilko","JS"
"499","636",2016,50.1827833333333,-125.341783333333,95,553.77,633.33,1,"Seymour","JS"
"500","651",2016,50.3050666666667,-125.332083333333,102,579.58,674.72,1,"Mitchell","JS"
"501","663",2016,50.3050666666667,-125.332083333333,104,539.81,616.43,1,"Chilko","JS"
"502","677",2016,50.3050666666667,-125.332083333333,125,669.38,704.43,1,"Nadina","JS"
"503","719",2016,50.4545666666667,-126.096516666667,111,554.87,659.24,1,"L_Adams","JS"
"504","726",2016,50.4545666666667,-126.096516666667,109,576.31,673.3,1,"Quesnel_Horsef","JS"
"505","744",2016,50.4545666666667,-126.096516666667,109,660.93,684.63,1,"L_Adams","JS"
"506","754",2016,50.4552,-126.096166666667,104,570.51,652.17,1,"MiddleShuswap","JS"
"507","756",2016,50.4552,-126.096166666667,94,553.66,644.2,1,"Quesnel_Horsef","JS"
"508","768",2016,50.4552,-126.096166666667,93,528.46,610.61,1,"Chilko","JS"
"509","777",2016,50.4552,-126.096166666667,99,504.92,568.99,1,"Chilko","JS"
"510","803",2016,50.46215,-126.0779,94,542.02,607.24,1,"Mitchell","JS"
"511","818",2016,50.4738833333333,-126.072183333333,97,573.92,666.47,1,"L_Adams","JS"
"512","829",2016,50.4738833333333,-126.072183333333,103,577.26,645.85,1,"Quesnel_Horsef","JS"
"513","842",2016,50.4738833333333,-126.072183333333,129,674.77,730.64,1,"Nadina","JS"
"514","848",2016,50.38185,-125.870916666667,94,546.19,641.52,1,"Mitchell","JS"
"515","849",2016,50.38185,-125.870916666667,105,598.02,689.47,1,"L_Adams","JS"
"516","854",2016,50.38185,-125.870916666667,136,744.78,807.5,1,"Chilko","JS"
"517","856",2016,50.38185,-125.870916666667,92,547.83,612.5,1,"Quesnel_Horsef","JS"
"518","882",2016,50.3872666666667,-125.6158,102,599.71,665.98,1,"Mitchell","JS"
"519","890",2016,50.3872666666667,-125.6158,110,587.1,668.69,1,"L_Adams","JS"
"520","902",2016,50.3872666666667,-125.6158,103,551.02,639.21,1,"Seymour","JS"
"521","924",2016,50.305,-125.332716666667,89,541.39,626.27,1,"Mitchell","JS"
"522","929",2016,50.305,-125.332716666667,99,527.41,624.89,1,"Seymour","JS"
"523","1097",2016,50.3045833333333,-125.33285,117,546.06,678.72,1,"Seymour","JS"
"524","1134",2016,50.3045833333333,-125.33285,113,574.69,678.34,1,"Seymour","JS"
"525","1164",2016,50.4573333333333,-126.163933333333,109,560.42,671.75,1,"Seymour","JS"
"526","1388",2016,50.3048833333333,-125.33255,114,549.59,654.12,1,"Mitchell","JS"
"527","1400",2016,50.3048833333333,-125.33255,106,501.27,610.82,1,"Mitchell","JS"
"528","1428",2016,50.4521,-126.093683333333,125,559.13,680.15,1,"Mitchell","JS"
"529","1457",2016,50.38835,-125.896483333333,107,548.45,656.38,1,"L_Adams","JS"
"530","1468",2016,50.38835,-125.896483333333,119,580.54,701.03,1,"Mitchell","JS"
"531","1494",2016,50.3048166666667,-125.33265,98,513.69,603.51,1,"L_Adams","JS"
"532","1508",2016,50.3048166666667,-125.33265,87,508.25,577.8,1,"Mitchell","JS"
"533","1560",2016,50.3687166666667,-125.64655,119,531.1,674.44,1,"Chilko","JS"
"534","1595",2016,50.344,-125.3978,125,546.56,677.46,1,"Chilko","JS"
"535","1616",2016,50.344,-125.3978,113,548.74,680.16,1,"Chilko","JS"
"536","1657",2016,50.1872166666667,-125.335883333333,118,551.18,663.44,1,"Seymour","JS"
"537","1681",2016,50.4638666666667,-126.080066666667,120,486.12,653.29,1,"Seymour","JS"
"538","1684",2016,50.4638666666667,-126.080066666667,126,587.69,751.45,1,"Mitchell","JS"
"539","1685",2016,50.4638666666667,-126.080066666667,127,518.81,679.73,1,"Mitchell","JS"
"540","1687",2016,50.4638666666667,-126.080066666667,106,489.43,656.97,1,"MiddleShuswap","JS"
"541","1689",2016,50.4638666666667,-126.080066666667,123,514.32,709.31,1,"Seymour","JS"
"542","1703",2016,50.4519833333333,-126.092783333333,135,553.74,735.03,1,"MiddleShuswap","JS"
"543","1705",2016,50.4519833333333,-126.092783333333,122,467.7,662.12,1,"MiddleShuswap","JS"
"544","1710",2016,50.3875833333333,-125.615533333333,131,531.22,699.36,1,"L_Adams","JS"
"545","1718",2016,50.3875833333333,-125.615533333333,128,543.45,735.85,1,"MiddleShuswap","JS"
"546","5007",2016,50.17835,-125.010133333333,88,532.83,608.95,1,"Seymour","JS"
"547","5020",2016,50.17835,-125.010133333333,85,521.24,599.19,1,"U_Horsefly","JS"
"548","5026",2016,50.17835,-125.010133333333,98,535.59,613.9,1,"Seymour","JS"
"549","5030",2016,50.17835,-125.010133333333,88,542.75,619.97,1,"U_Horsefly","JS"
"550","5036",2016,50.4761833333333,-126.011666666667,103,563,616.67,1,"Nadina","JS"
"551","5037",2016,50.4761833333333,-126.011666666667,86,506,568.98,1,"Quesnel_Mitche","JS"
"552","5039",2016,50.4761833333333,-126.011666666667,114,692.19,734.36,1,"Nadina","JS"
"553","5047",2016,50.005425,-125.131041666667,90,512.77,593.85,1,"Seymour","JS"
"554","5051",2016,50.005425,-125.131041666667,83,565.72,629.28,1,"Quesnel_Mitche","JS"
"555","5061",2016,50.005425,-125.131041666667,90,521.51,585.06,1,"Seymour","JS"
"556","5068",2016,50.005425,-125.131041666667,95,518.05,595.26,1,"Seymour","JS"
"557","5089",2016,50.0110166666667,-125.126016666667,125,651.29,719.21,1,"Nadina","JS"
"558","5091",2016,50.0110166666667,-125.126016666667,90,557.95,641.8,1,"Quesnel_Mitche","JS"
"559","5095",2016,50.0110166666667,-125.126016666667,100,567.29,652.35,1,"Quesnel_Mitche","JS"
"560","5106",2016,50.3049833333333,-125.332066666667,89,564.35,621.88,1,"Quesnel_Mitche","JS"
"561","5109",2016,50.3049833333333,-125.332066666667,86,527.95,582.71,1,"Chilko","JS"
"562","5110",2016,50.3049833333333,-125.332066666667,85,574.64,626.13,1,"U_Horsefly","JS"
"563","5140",2016,50.0042166666667,-125.128916666667,102,586.81,647.11,1,"U_Horsefly","JS"
"564","5146",2016,50.3879666666667,-125.6158,89,580.51,651.7,1,"U_Horsefly","JS"
"565","5147",2016,50.3879666666667,-125.6158,109,565.77,653.4,1,"Chilko","JS"
"566","5149",2016,50.3879666666667,-125.6158,97,657.71,707.59,1,"U_Horsefly","JS"
"567","5150",2016,50.3879666666667,-125.6158,98,545.98,594.17,1,"U_Horsefly","JS"
"568","5157",2016,50.3879666666667,-125.6158,96,552.01,619.37,1,"L_Shuswap","JS"
"569","5158",2016,50.3879666666667,-125.6158,94,578.35,665.43,1,"L_Shuswap","JS"
"570","5159",2016,50.3879666666667,-125.6158,94,571.47,649.28,1,"L_Shuswap","JS"
"571","5175",2016,50.0487666666667,-125.16235,87,543.89,595.92,1,"Chilko","JS"
"572","5183",2016,50.0487666666667,-125.16235,84,512.71,576.81,1,"Chilko","JS"
"573","5192",2016,50.0487666666667,-125.16235,90,510.93,579.93,1,"U_Horsefly","JS"
"574","5193",2016,50.0487666666667,-125.16235,90,521.91,594.2,1,"L_Shuswap","JS"
"575","5203",2016,50.1899166666667,-125.3401,94,495.83,551.18,1,"L_Shuswap","JS"
"576","5210",2016,50.3205666666667,-125.039833333333,92,553.66,635.26,1,"MiddleShuswap","JS"
"577","5217",2016,50.3205666666667,-125.039833333333,86,545.99,613.88,1,"U_Horsefly","JS"
"578","5225",2016,50.3205666666667,-125.039833333333,86,526.83,588.16,1,"MiddleShuswap","JS"
"579","5235",2016,50.3205666666667,-125.039833333333,87,567.5,625.09,1,"U_Horsefly","JS"
"580","5238",2016,50.1893,-125.339866666667,92,521.88,601.83,1,"MiddleShuswap","JS"
"581","5242",2016,50.1893,-125.339866666667,90,557.93,629.74,1,"MiddleShuswap","JS"
"582","5287",2016,50.3050833333333,-125.3324,98,558.33,636.14,1,"MiddleShuswap","JS"
"583","5313",2016,50.3048833333333,-125.33255,110,527.58,648.1,1,"Quesnel_Horsef","JS"
"584","5319",2016,50.3048833333333,-125.33255,105,542.7,669.2,1,"Quesnel_Horsef","JS"
"585","5321",2016,50.3048833333333,-125.33255,100,556.38,689.45,1,"Quesnel_Horsef","JS"
"586","5350",2016,50.4521,-126.093683333333,115,568.45,676.88,1,"Quesnel_Horsef","JS"
"587","5354",2016,50.4521,-126.093683333333,122,519.27,648.26,1,"Quesnel_Horsef","JS"
"588","5555",2016,50.0066333333333,-125.133166666667,107,489.07,636.93,1,"L_Adams","JS"
"589","5558",2016,50.0066333333333,-125.133166666667,110,546.88,672.91,1,"Quesnel_Mitche","JS"
"590","5564",2016,50.0066333333333,-125.133166666667,127,563.5,719.02,1,"L_Adams","JS"
"591","5565",2016,50.0066333333333,-125.133166666667,110,535.06,649.52,1,"Quesnel_Mitche","JS"
"592","5569",2016,50.0066333333333,-125.133166666667,101,559.17,679.07,1,"L_Adams","JS"
"593","5571",2016,50.0066333333333,-125.133166666667,106,528.62,636.52,1,"L_Adams","JS"
"594","5578",2016,50.0066333333333,-125.133166666667,109,520.33,628.78,1,"Quesnel_Mitche","JS"
"595","5580",2016,50.0066333333333,-125.133166666667,85,559.69,636.36,1,"Quesnel_Mitche","JS"
"596","5585",2016,50.3050666666667,-125.332083333333,94,554.45,637.77,1,"Quesnel_Mitche","JS"
"597","5617",2016,50.08845,-125.070383333333,93,529.52,619.44,1,"L_Shuswap","JS"
"598","5620",2016,50.08845,-125.070383333333,93,551.45,637.43,1,"L_Shuswap","JS"
"599","5622",2016,50.08845,-125.070383333333,97,587.06,663.73,1,"L_Shuswap","JS"
"600","5629",2016,50.08845,-125.070383333333,88,528.45,613.88,1,"L_Shuswap","JS"
"601","5630",2016,50.08845,-125.070383333333,94,522.98,624.83,1,"L_Shuswap","JS"
"602","5653",2016,50.0961833333333,-125.176233333333,98,599.67,665.38,1,"L_Adams","JS"
"603","5656",2016,50.0961833333333,-125.176233333333,106,554.74,662.07,1,"L_Adams","JS"
"604","5657",2016,50.0961833333333,-125.176233333333,102,534.48,644.55,1,"L_Adams","JS"
"605","5658",2016,50.1769333333333,-125.008,103,518.8,597.23,1,"L_Adams","JS"
"606","5659",2016,50.1769333333333,-125.008,115,529.01,635.8,1,"L_Adams","JS"
"607","5687",2016,50.31615,-125.043116666667,106,519.26,620.04,1,"MiddleShuswap","JS"
"608","5689",2016,50.31615,-125.043116666667,114,489.08,610.17,1,"MiddleShuswap","JS"
"609","5691",2016,50.31615,-125.043116666667,109,502.82,634.83,1,"MiddleShuswap","JS"
"610","5692",2016,50.31615,-125.043116666667,117,502.24,618.36,1,"MiddleShuswap","JS"
"611","5693",2016,50.31615,-125.043116666667,108,530.17,682.97,1,"MiddleShuswap","JS"
"612","5707",2016,50.0902166666667,-125.070433333333,95,514.58,603.23,1,"Seymour","JS"
"613","5710",2016,50.4528,-126.099583333333,97,537.88,658.94,1,"Seymour","JS"
"614","5718",2016,50.4528,-126.099583333333,101,531.77,621.58,1,"Seymour","JS"
"615","5736",2016,50.005425,-125.131041666667,95,552.33,624.09,1,"Chilko","JS"
"616","5737",2016,50.005425,-125.131041666667,98,535.75,630.51,1,"Chilko","JS"
"617","5738",2016,50.005425,-125.131041666667,120,551.73,664.13,1,"Seymour","JS"
"618","5739",2016,50.005425,-125.131041666667,110,592.97,701.51,1,"Chilko","JS"
"619","5740",2016,50.005425,-125.131041666667,95,499.52,594.82,1,"Chilko","JS"
"620","5741",2016,50.005425,-125.131041666667,105,526.04,631.26,1,"Chilko","JS"
"621","5744",2016,50.005425,-125.131041666667,134,701.97,813.3,1,"Birkenhead","JS"
"622","37",2008,49.737,-124.804,107,524.31,612.03,1,"LA","Coast0708"
"623","39",2008,49.737,-124.804,122,558.62,662.74,1,"LA","Coast0708"
"624","43",2008,49.737,-124.804,103,551,644.13,1,"LA","Coast0708"
"625","49",2008,49.737,-124.804,103,594.96,727.18,1,"LA","Coast0708"
"626","50",2008,49.737,-124.804,100,518.61,619.93,1,"LA","Coast0708"
"627","58",2008,49.737,-124.804,113,571.88,671.32,1,"LA","Coast0708"
"628","61",2008,49.737,-124.804,94,579.78,702.01,1,"LA","Coast0708"
"629","98",2008,49.633,-124.59,109,536.39,650.57,1,"LA","Coast0708"
"630","99",2008,49.633,-124.59,115,519.32,612.63,1,"LA","Coast0708"
"631","100",2008,49.633,-124.59,109,533.67,611.21,1,"LA","Coast0708"
"632","102",2008,49.633,-124.59,112,583.22,664.09,1,"LA","Coast0708"
"633","123",2008,49.41,-124.394,101,530.67,619.93,1,"LA","Coast0708"
"634","124",2008,49.41,-124.394,100,537.11,646.22,1,"LA","Coast0708"
"635","125",2008,49.41,-124.394,111,577.12,669.85,1,"LA","Coast0708"
"636","127",2008,49.41,-124.394,104,517.52,653.35,1,"LA","Coast0708"
"637","129",2008,49.41,-124.394,100,500,616.31,1,"LA","Coast0708"
"638","HS200814-DT01-118-001",2008,54.429,-131.043,134,587.13,721.48,1,"CH","Coast0708"
