YEAR,DAYOFYR,DATE,statWeek,fishWheel,TIME,SEX,FL_cm,FL_mm,AGE,STAGE 
1998,201,20-Jul-98,30,2,843,M,57,570,53,Adult
1998,201,20-Jul-98,30,2,843,M,58,580,53,Adult
1998,201,20-Jul-98,30,2,843,M,70,700,52,Adult
1998,201,20-Jul-98,30,2,843,M,62,620,53,Adult
1998,201,20-Jul-98,30,2,843,F,59,590,42,Adult
1998,201,20-Jul-98,30,2,843,M,62,620,52,Adult
1998,202,21-Jul-98,30,2,850,M,67,670,52,Adult
1998,202,21-Jul-98,30,2,850,M,64,640,52,Adult
1998,202,21-Jul-98,30,2,850,M,57,570,42,Adult
1998,202,21-Jul-98,30,2,850,F,57,570,42,Adult
1998,202,21-Jul-98,30,2,850,F,63,630,63,Adult
1998,202,21-Jul-98,30,2,850,M,65,650,53,Adult
1998,202,21-Jul-98,30,2,850,F,60,600,53,Adult
1998,202,21-Jul-98,30,2,850,F,64,640,42,Adult
1998,202,21-Jul-98,30,2,850,M,66,660,52,Adult
1998,202,21-Jul-98,30,2,850,M,65,650,63,Adult
1998,202,21-Jul-98,30,2,850,F,64,640,52,Adult
1998,202,21-Jul-98,30,2,850,F,63,630,52,Adult
1998,202,21-Jul-98,30,2,850,M,65,650,52,Adult
1998,202,21-Jul-98,30,2,915,F,64,640,52,Adult
1998,202,21-Jul-98,30,1,935,M,66,660,63,Adult
1998,202,21-Jul-98,30,1,935,F,57,570,53,Adult
1998,202,21-Jul-98,30,1,935,F,58,580,42,Adult
1998,202,21-Jul-98,30,1,935,M,61,610,52,Adult
1998,202,21-Jul-98,30,1,935,F,63,630,53,Adult
1998,202,21-Jul-98,30,1,935,M,71,710,63,Adult
1998,202,21-Jul-98,30,1,935,F,59,590,52,Adult
1998,202,21-Jul-98,30,1,935,F,63,630,52,Adult
1998,202,21-Jul-98,30,1,935,M,62,620,53,Adult
1998,203,22-Jul-98,30,2,905,M,63,630,52,Adult
1998,203,22-Jul-98,30,2,905,M,62,620,52,Adult
1998,203,22-Jul-98,30,2,905,M,73,730,63,Adult
1998,203,22-Jul-98,30,2,905,M,64,640,53,Adult
1998,203,22-Jul-98,30,2,905,M,60,600,52,Adult
1998,203,22-Jul-98,30,2,905,F,65,650,53,Adult
1998,203,22-Jul-98,30,2,905,F,58,580,42,Adult
1998,203,22-Jul-98,30,2,905,M,48,480,42,Adult
1998,203,22-Jul-98,30,2,905,F,63,630,52,Adult
1998,203,22-Jul-98,30,2,905,F,57,570,52,Adult
1998,203,22-Jul-98,30,2,943,F,55,550,42,Adult
1998,203,22-Jul-98,30,1,949,M,58,580,53,Adult
1998,203,22-Jul-98,30,1,949,F,58,580,53,Adult
1998,203,22-Jul-98,30,1,949,F,56,560,52,Adult
1998,203,22-Jul-98,30,1,949,F,57,570,53,Adult
1998,203,22-Jul-98,30,1,949,F,52,520,42,Adult
1998,203,22-Jul-98,30,1,949,F,54,540,63,Adult
1998,203,22-Jul-98,30,1,949,M,57,570,53,Adult
1998,203,22-Jul-98,30,1,949,F,54,540,42,Adult
1998,203,22-Jul-98,30,1,949,M,67,670,52,Adult
1998,203,22-Jul-98,30,1,949,M,58,580,53,Adult
1998,204,23-Jul-98,30,1,858,F,54,540,53,Adult
1998,204,23-Jul-98,30,1,858,M,63,630,52,Adult
1998,204,23-Jul-98,30,1,858,M,51,510,53,Adult
1998,204,23-Jul-98,30,1,858,M,67,670,52,Adult
1998,204,23-Jul-98,30,1,858,M,55,550,53,Adult
1998,204,23-Jul-98,30,1,858,M,59,590,52,Adult
1998,204,23-Jul-98,30,1,858,M,67,670,52,Adult
1998,204,23-Jul-98,30,1,858,F,63,630,53,Adult
1998,204,23-Jul-98,30,1,858,M,60,600,52,Adult
1998,204,23-Jul-98,30,1,858,F,52,520,52,Adult
1998,204,23-Jul-98,30,1,858,F,62,620,52,Adult
1998,204,23-Jul-98,30,2,937,M,75,750,52,Adult
1998,204,23-Jul-98,30,2,937,M,67,670,52,Adult
1998,204,23-Jul-98,30,2,937,F,63,630,52,Adult
1998,204,23-Jul-98,30,2,937,F,59,590,53,Adult
1998,204,23-Jul-98,30,2,937,F,58,580,53,Adult
1998,204,23-Jul-98,30,2,937,F,59,590,42,Adult
1998,204,23-Jul-98,30,2,937,M,68,680,52,Adult
1998,204,23-Jul-98,30,2,937,F,57,570,53,Adult
1998,204,23-Jul-98,30,2,937,F,58,580,53,Adult
1998,204,23-Jul-98,30,2,937,M,68,680,52,Adult
1998,205,24-Jul-98,30,1,839,M,67,670,63,Adult
1998,205,24-Jul-98,30,1,839,F,63,630,42,Adult
1998,205,24-Jul-98,30,1,839,F,62,620,52,Adult
1998,205,24-Jul-98,30,1,839,F,67,670,52,Adult
1998,205,24-Jul-98,30,1,839,M,51,510,42,Adult
1998,205,24-Jul-98,30,1,839,M,61,610,53,Adult
1998,205,24-Jul-98,30,1,839,F,62,620,42,Adult
1998,205,24-Jul-98,30,1,839,F,59,590,53,Adult
1998,205,24-Jul-98,30,1,839,F,62,620,42,Adult
1998,205,24-Jul-98,30,1,839,F,63,630,53,Adult
1998,205,24-Jul-98,30,1,839,F,58,580,53,Adult
1998,205,24-Jul-98,30,1,839,M,65,650,53,Adult
1998,205,24-Jul-98,30,1,839,F,60,600,52,Adult
1998,205,24-Jul-98,30,1,839,F,63,630,52,Adult
1998,205,24-Jul-98,30,1,839,M,65,650,53,Adult
1998,205,24-Jul-98,30,1,839,M,62,620,53,Adult
1998,205,24-Jul-98,30,1,839,M,66,660,53,Adult
1998,205,24-Jul-98,30,1,933,M,65,650,52,Adult
1998,205,24-Jul-98,30,2,938,F,69,690,52,Adult
1998,205,24-Jul-98,30,2,938,F,53,530,42,Adult
1998,205,24-Jul-98,30,2,938,F,62,620,52,Adult
1998,205,24-Jul-98,30,2,938,F,63,630,42,Adult
1998,205,24-Jul-98,30,2,947,M,56,560,42,Adult
1998,206,25-Jul-98,30,1,846,M,55,550,42,Adult
1998,206,25-Jul-98,30,1,846,F,54,540,53,Adult
1998,206,25-Jul-98,30,1,846,F,61,610,53,Adult
1998,206,25-Jul-98,30,1,846,M,66,660,52,Adult
1998,206,25-Jul-98,30,1,846,F,58,580,63,Adult
1998,206,25-Jul-98,30,1,846,F,61,610,52,Adult
1998,206,25-Jul-98,30,1,846,F,59,590,53,Adult
1998,206,25-Jul-98,30,1,846,F,62,620,53,Adult
1998,206,25-Jul-98,30,1,846,F,59,590,52,Adult
1998,206,25-Jul-98,30,1,846,F,58,580,53,Adult
1998,206,25-Jul-98,30,1,846,F,60,600,52,Adult
1998,206,25-Jul-98,30,2,925,M,61,610,52,Adult
1998,206,25-Jul-98,30,2,925,M,58,580,53,Adult
1998,206,25-Jul-98,30,2,925,F,62,620,63,Adult
1998,206,25-Jul-98,30,2,925,M,57,570,52,Adult
1998,206,25-Jul-98,30,2,925,M,59,590,53,Adult
1998,206,25-Jul-98,30,2,925,F,58,580,53,Adult
1998,206,25-Jul-98,30,2,925,M,61,610,42,Adult
1998,206,25-Jul-98,30,2,925,M,62,620,42,Adult
1998,206,25-Jul-98,30,2,925,F,63,630,52,Adult
1998,206,25-Jul-98,30,2,925,F,61,610,52,Adult
1998,206,25-Jul-98,30,2,925,M,56,560,52,Adult
1998,206,25-Jul-98,30,2,925,M,49,490,42,Adult
1998,206,25-Jul-98,30,2,925,F,59,590,52,Adult
1998,206,25-Jul-98,30,2,925,M,68,680,52,Adult
1998,207,26-Jul-98,31,1,851,F,62,620,53,Adult
1998,207,26-Jul-98,31,1,851,M,68,680,53,Adult
1998,207,26-Jul-98,31,1,851,M,66,660,63,Adult
1998,207,26-Jul-98,31,1,851,F,64,640,53,Adult
1998,207,26-Jul-98,31,1,851,F,63,630,42,Adult
1998,207,26-Jul-98,31,1,851,F,66,660,52,Adult
1998,207,26-Jul-98,31,1,851,M,64,640,42,Adult
1998,207,26-Jul-98,31,1,851,M,67,670,63,Adult
1998,207,26-Jul-98,31,1,851,F,64,640,52,Adult
1998,207,26-Jul-98,31,1,851,M,65,650,53,Adult
1998,207,26-Jul-98,31,1,851,F,56,560,53,Adult
1998,207,26-Jul-98,31,1,851,F,59,590,42,Adult
1998,207,26-Jul-98,31,1,851,F,65,650,52,Adult
1998,207,26-Jul-98,31,1,851,F,64,640,42,Adult
1998,207,26-Jul-98,31,1,851,F,62,620,53,Adult
1998,207,26-Jul-98,31,1,851,F,55,550,53,Adult
1998,207,26-Jul-98,31,1,851,M,65,650,52,Adult
1998,207,26-Jul-98,31,1,851,M,70,700,42,Adult
1998,207,26-Jul-98,31,1,851,F,57,570,53,Adult
1998,207,26-Jul-98,31,1,851,F,59,590,53,Adult
1998,208,27-Jul-98,31,1,850,M,55,550,42,Adult
1998,208,27-Jul-98,31,2,923,M,64,640,52,Adult
1998,208,27-Jul-98,31,2,923,M,72,720,63,Adult
1998,208,27-Jul-98,31,2,923,F,58,580,53,Adult
1998,208,27-Jul-98,31,2,923,M,65,650,52,Adult
1998,208,27-Jul-98,31,2,923,F,60,600,53,Adult
1998,208,27-Jul-98,31,2,923,F,62,620,52,Adult
1998,208,27-Jul-98,31,2,923,M,66,660,53,Adult
1998,208,27-Jul-98,31,2,923,F,58,580,52,Adult
1998,208,27-Jul-98,31,2,923,M,65,650,52,Adult
1998,208,27-Jul-98,31,2,923,F,55,550,42,Adult
1998,208,27-Jul-98,31,2,923,F,61,610,42,Adult
1998,208,27-Jul-98,31,2,923,F,61,610,63,Adult
1998,208,27-Jul-98,31,2,923,F,59,590,53,Adult
1998,208,27-Jul-98,31,2,923,M,55,550,63,Adult
1998,208,27-Jul-98,31,2,923,F,63,630,52,Adult
1998,208,27-Jul-98,31,2,923,F,55,550,53,Adult
1998,208,27-Jul-98,31,2,923,M,53,530,42,Adult
1998,208,27-Jul-98,31,1,1430,M,66,660,52,Adult
1998,208,27-Jul-98,31,1,1430,M,67,670,63,Adult
1998,208,27-Jul-98,31,1,1458,F,59,590,53,Adult
1998,208,27-Jul-98,31,2,1705,F,59,590,53,Adult
1998,208,27-Jul-98,31,2,1706,F,60,600,52,Adult
1998,209,28-Jul-98,31,1,845,F,64,640,52,Adult
1998,209,28-Jul-98,31,1,845,M,69,690,52,Adult
1998,209,28-Jul-98,31,1,845,F,55,550,42,Adult
1998,209,28-Jul-98,31,2,914,M,71,710,52,Adult
1998,209,28-Jul-98,31,2,914,F,62,620,52,Adult
1998,209,28-Jul-98,31,2,914,F,62,620,53,Adult
1998,209,28-Jul-98,31,2,914,M,63,630,52,Adult
1998,209,28-Jul-98,31,2,914,M,60,600,42,Adult
1998,209,28-Jul-98,31,2,914,M,59,590,52,Adult
1998,209,28-Jul-98,31,2,914,F,58,580,53,Adult
1998,209,28-Jul-98,31,2,914,M,64,640,53,Adult
1998,209,28-Jul-98,31,2,914,M,60,600,53,Adult
1998,209,28-Jul-98,31,2,914,F,55,550,53,Adult
1998,209,28-Jul-98,31,2,914,M,60,600,42,Adult
1998,209,28-Jul-98,31,2,914,F,53,530,42,Adult
1998,209,28-Jul-98,31,2,914,M,62,620,52,Adult
1998,209,28-Jul-98,31,2,914,F,56,560,53,Adult
1998,209,28-Jul-98,31,2,914,F,53,530,42,Adult
1998,209,28-Jul-98,31,2,914,M,57,570,42,Adult
1998,209,28-Jul-98,31,2,914,F,60,600,42,Adult
1998,209,28-Jul-98,31,2,914,M,61,610,63,Adult
1998,209,28-Jul-98,31,2,914,F,63,630,63,Adult
1998,210,29-Jul-98,31,2,925,M,69,690,52,Adult
1998,210,29-Jul-98,31,2,925,F,65,650,52,Adult
1998,210,29-Jul-98,31,2,925,F,59,590,53,Adult
1998,210,29-Jul-98,31,2,925,F,57,570,52,Adult
1998,210,29-Jul-98,31,2,925,M,51,510,53,Adult
1998,210,29-Jul-98,31,2,925,F,58,580,52,Adult
1998,210,29-Jul-98,31,2,925,F,61,610,52,Adult
1998,210,29-Jul-98,31,2,925,F,55,550,42,Adult
1998,210,29-Jul-98,31,2,925,F,59,590,42,Adult
1998,210,29-Jul-98,31,2,925,F,60,600,52,Adult
1998,210,29-Jul-98,31,2,925,M,53,530,52,Adult
1998,210,29-Jul-98,31,2,925,F,58,580,53,Adult
1998,210,29-Jul-98,31,2,925,M,64,640,63,Adult
1998,210,29-Jul-98,31,2,925,M,67,670,52,Adult
1998,210,29-Jul-98,31,2,925,F,58,580,52,Adult
1998,210,29-Jul-98,31,2,925,M,63,630,53,Adult
1998,210,29-Jul-98,31,2,925,F,69,690,42,Adult
1998,210,29-Jul-98,31,1,1022,M,61,610,52,Adult
1998,210,29-Jul-98,31,1,1022,F,60,600,53,Adult
1998,210,29-Jul-98,31,1,1022,M,60,600,42,Adult
1998,210,29-Jul-98,31,1,1022,F,61,610,53,Adult
1998,210,29-Jul-98,31,1,1022,M,66,660,63,Adult
1998,210,29-Jul-98,31,2,1447,M,66,660,52,Adult
1998,210,29-Jul-98,31,2,1447,F,60,600,52,Adult
1998,210,29-Jul-98,31,2,1552,M,63,630,52,Adult
1998,211,30-Jul-98,31,2,900,F,63,630,52,Adult
1998,211,30-Jul-98,31,2,900,M,62,620,53,Adult
1998,211,30-Jul-98,31,2,900,M,64,640,52,Adult
1998,211,30-Jul-98,31,2,900,F,54,540,42,Adult
1998,211,30-Jul-98,31,2,900,F,56,560,53,Adult
1998,211,30-Jul-98,31,2,900,M,60,600,53,Adult
1998,211,30-Jul-98,31,2,900,M,57,570,53,Adult
1998,211,30-Jul-98,31,2,900,F,62,620,52,Adult
1998,211,30-Jul-98,31,2,900,M,63,630,52,Adult
1998,211,30-Jul-98,31,2,900,M,63,630,52,Adult
1998,211,30-Jul-98,31,2,900,M,57,570,42,Adult
1998,211,30-Jul-98,31,2,900,F,58,580,42,Adult
1998,211,30-Jul-98,31,2,900,M,60,600,52,Adult
1998,211,30-Jul-98,31,2,900,F,64,640,53,Adult
1998,211,30-Jul-98,31,2,900,F,55,550,42,Adult
1998,211,30-Jul-98,31,2,900,F,64,640,53,Adult
1998,211,30-Jul-98,31,2,900,M,62,620,53,Adult
1998,211,30-Jul-98,31,2,900,F,56,560,42,Adult
1998,211,30-Jul-98,31,2,900,M,57,570,42,Adult
1998,211,30-Jul-98,31,1,945,F,60,600,42,Adult
1998,211,30-Jul-98,31,1,945,F,61,610,53,Adult
1998,211,30-Jul-98,31,2,1445,M,53,530,52,Adult
1998,211,30-Jul-98,31,2,1445,M,63,630,53,Adult
1998,211,30-Jul-98,31,2,1445,M,60,600,52,Adult
1998,212,31-Jul-98,31,2,845,M,63,630,53,Adult
1998,212,31-Jul-98,31,2,845,F,56,560,52,Adult
1998,212,31-Jul-98,31,2,845,M,64,640,53,Adult
1998,212,31-Jul-98,31,2,845,F,61,610,52,Adult
1998,212,31-Jul-98,31,2,845,F,69,690,52,Adult
1998,212,31-Jul-98,31,2,845,M,60,600,52,Adult
1998,212,31-Jul-98,31,2,845,M,72,720,52,Adult
1998,212,31-Jul-98,31,2,845,F,62,620,52,Adult
1998,212,31-Jul-98,31,2,845,F,58,580,52,Adult
1998,212,31-Jul-98,31,2,845,F,60,600,53,Adult
1998,212,31-Jul-98,31,2,845,F,59,590,53,Adult
1998,212,31-Jul-98,31,2,845,F,60,600,52,Adult
1998,212,31-Jul-98,31,2,845,M,63,630,52,Adult
1998,212,31-Jul-98,31,2,845,M,58,580,53,Adult
1998,212,31-Jul-98,31,2,845,M,64,640,53,Adult
1998,212,31-Jul-98,31,2,845,F,64,640,53,Adult
1998,212,31-Jul-98,31,2,845,M,56,560,53,Adult
1998,212,31-Jul-98,31,2,845,M,61,610,53,Adult
1998,212,31-Jul-98,31,2,845,M,63,630,52,Adult
1998,212,31-Jul-98,31,2,845,F,65,650,52,Adult
1998,212,31-Jul-98,31,2,845,M,56,560,42,Adult
1998,212,31-Jul-98,31,2,845,F,61,610,52,Adult
1998,212,31-Jul-98,31,2,845,F,55,550,53,Adult
1998,212,31-Jul-98,31,1,955,F,62,620,52,Adult
1998,212,31-Jul-98,31,2,1445,M,60,600,53,Adult
1998,213,01-Aug-98,31,2,909,F,67,670,63,Adult
1998,213,01-Aug-98,31,2,909,F,63,630,53,Adult
1998,213,01-Aug-98,31,2,909,M,63,630,53,Adult
1998,213,01-Aug-98,31,2,909,F,65,650,53,Adult
1998,213,01-Aug-98,31,2,909,F,66,660,42,Adult
1998,213,01-Aug-98,31,2,909,F,53,530,53,Adult
1998,213,01-Aug-98,31,2,909,M,63,630,52,Adult
1998,213,01-Aug-98,31,2,909,M,59,590,52,Adult
1998,213,01-Aug-98,31,2,909,M,68,680,53,Adult
1998,213,01-Aug-98,31,2,909,M,63,630,53,Adult
1998,213,01-Aug-98,31,2,909,M,62,620,52,Adult
1998,213,01-Aug-98,31,2,909,F,61,610,52,Adult
1998,213,01-Aug-98,31,2,909,F,61,610,53,Adult
1998,213,01-Aug-98,31,2,909,M,62,620,52,Adult
1998,213,01-Aug-98,31,2,909,M,61,610,53,Adult
1998,213,01-Aug-98,31,2,909,M,60,600,53,Adult
1998,213,01-Aug-98,31,2,909,F,54,540,42,Adult
1998,213,01-Aug-98,31,2,909,F,61,610,53,Adult
1998,213,01-Aug-98,31,2,909,F,61,610,53,Adult
1998,213,01-Aug-98,31,2,909,M,52,520,42,Adult
1998,213,01-Aug-98,31,2,909,F,59,590,53,Adult
1998,215,03-Aug-98,32,2,1030,F,55,550,53,Adult
1998,215,03-Aug-98,32,2,1030,F,61,610,52,Adult
1998,215,03-Aug-98,32,2,1030,F,61,610,52,Adult
1998,215,03-Aug-98,32,2,1030,M,52,520,53,Adult
1998,215,03-Aug-98,32,1,1140,F,58,580,52,Adult
1998,215,03-Aug-98,32,1,1140,M,68,680,52,Adult
1998,215,03-Aug-98,32,1,1140,M,65,650,53,Adult
1998,215,03-Aug-98,32,1,1535,F,60,600,42,Adult
1998,215,03-Aug-98,32,1,1535,F,77,770,63,Adult
1998,215,03-Aug-98,32,1,1715,F,79,790,63,Adult
1998,217,05-Aug-98,32,2,835,F,60,600,42,Adult
1998,217,05-Aug-98,32,2,835,M,65,650,52,Adult
1998,217,05-Aug-98,32,2,835,F,62,620,53,Adult
1998,217,05-Aug-98,32,2,835,F,58,580,53,Adult
1998,217,05-Aug-98,32,2,835,M,53,530,53,Adult
1998,217,05-Aug-98,32,2,835,M,63,630,52,Adult
1998,217,05-Aug-98,32,2,835,F,55,550,52,Adult
1998,217,05-Aug-98,32,2,835,F,55,550,42,Adult
1998,217,05-Aug-98,32,2,835,M,66,660,52,Adult
1998,217,05-Aug-98,32,2,835,F,64,640,53,Adult
1998,217,05-Aug-98,32,1,927,M,64,640,63,Adult
1998,217,05-Aug-98,32,1,927,F,58,580,52,Adult
1998,217,05-Aug-98,32,1,927,F,60,600,52,Adult
1998,217,05-Aug-98,32,1,927,M,63,630,52,Adult
1998,217,05-Aug-98,32,1,927,F,54,540,42,Adult
1998,217,05-Aug-98,32,1,927,M,65,650,53,Adult
1998,217,05-Aug-98,32,1,927,F,59,590,52,Adult
1998,217,05-Aug-98,32,1,927,M,55,550,52,Adult
1998,217,05-Aug-98,32,1,927,F,67,670,63,Adult
1998,217,05-Aug-98,32,2,1430,F,62,620,53,Adult
1998,217,05-Aug-98,32,2,1430,M,61,610,53,Adult
1998,217,05-Aug-98,32,2,1430,F,59,590,53,Adult
1998,217,05-Aug-98,32,2,1430,F,54,540,52,Adult
1998,217,05-Aug-98,32,2,1430,F,60,600,53,Adult
1998,218,06-Aug-98,32,1,857,M,60,600,53,Adult
1998,218,06-Aug-98,32,1,857,F,58,580,53,Adult
1998,218,06-Aug-98,32,1,857,F,65,650,52,Adult
1998,218,06-Aug-98,32,1,857,F,62,620,53,Adult
1998,218,06-Aug-98,32,1,857,M,63,630,52,Adult
1998,218,06-Aug-98,32,1,857,M,61,610,53,Adult
1998,218,06-Aug-98,32,1,857,M,59,590,52,Adult
1998,218,06-Aug-98,32,1,857,M,64,640,53,Adult
1998,218,06-Aug-98,32,1,857,M,56,560,53,Adult
1998,218,06-Aug-98,32,1,857,M,63,630,53,Adult
1998,218,06-Aug-98,32,1,857,M,57,570,53,Adult
1998,218,06-Aug-98,32,1,857,F,64,640,52,Adult
1998,218,06-Aug-98,32,1,857,F,57,570,53,Adult
1998,218,06-Aug-98,32,1,857,F,64,640,63,Adult
1998,218,06-Aug-98,32,1,857,M,65,650,63,Adult
1998,218,06-Aug-98,32,2,1050,M,58,580,42,Adult
1998,218,06-Aug-98,32,2,1050,F,61,610,53,Adult
1998,218,06-Aug-98,32,2,1050,M,66,660,53,Adult
1998,218,06-Aug-98,32,2,1050,F,62,620,53,Adult
1998,218,06-Aug-98,32,2,1050,F,59,590,52,Adult
1998,218,06-Aug-98,32,2,1050,M,62,620,53,Adult
1998,218,06-Aug-98,32,2,1050,F,63,630,52,Adult
1998,218,06-Aug-98,32,2,1050,F,69,690,63,Adult
1998,219,07-Aug-98,32,1,911,M,69,690,63,Adult
1998,219,07-Aug-98,32,1,911,M,55,550,42,Adult
1998,219,07-Aug-98,32,1,911,F,65,650,53,Adult
1998,219,07-Aug-98,32,1,911,M,64,640,52,Adult
1998,219,07-Aug-98,32,1,911,F,59,590,42,Adult
1998,219,07-Aug-98,32,1,911,F,60,600,53,Adult
1998,219,07-Aug-98,32,1,911,F,64,640,52,Adult
1998,219,07-Aug-98,32,1,911,F,58,580,53,Adult
1998,219,07-Aug-98,32,1,911,M,45,450,42,Adult
1998,219,07-Aug-98,32,1,911,F,69,690,52,Adult
1998,219,07-Aug-98,32,1,911,M,68,680,53,Adult
1998,219,07-Aug-98,32,1,911,F,68,680,42,Adult
1998,219,07-Aug-98,32,1,911,F,63,630,53,Adult
1998,219,07-Aug-98,32,1,911,F,63,630,53,Adult
1998,219,07-Aug-98,32,1,950,F,66,660,53,Adult
1998,219,07-Aug-98,32,1,950,F,59,590,42,Adult
1998,219,07-Aug-98,32,1,950,F,59,590,53,Adult
1998,219,07-Aug-98,32,1,950,M,65,650,52,Adult
1998,219,07-Aug-98,32,1,950,M,69,690,53,Adult
1998,219,07-Aug-98,32,1,950,F,65,650,53,Adult
1998,219,07-Aug-98,32,2,1035,F,64,640,52,Adult
1998,219,07-Aug-98,32,2,1035,M,67,670,53,Adult
1998,219,07-Aug-98,32,2,1035,F,64,640,53,Adult
1998,220,08-Aug-98,32,1,1051,F,60,600,53,Adult
1998,220,08-Aug-98,32,1,1051,M,52,520,52,Adult
1998,220,08-Aug-98,32,1,1051,M,64,640,52,Adult
1998,220,08-Aug-98,32,1,1051,F,60,600,53,Adult
1998,220,08-Aug-98,32,1,1051,F,57,570,52,Adult
1998,220,08-Aug-98,32,1,1051,M,68,680,63,Adult
1998,220,08-Aug-98,32,1,1051,F,55,550,53,Adult
1998,220,08-Aug-98,32,1,1051,F,60,600,52,Adult
1998,220,08-Aug-98,32,1,1051,F,65,650,53,Adult
1998,220,08-Aug-98,32,1,1051,M,66,660,52,Adult
1998,220,08-Aug-98,32,10,1150,F,63,630,53,Adult
1998,220,08-Aug-98,32,2,1200,F,63,630,53,Adult
1998,220,08-Aug-98,32,2,1200,F,67,670,53,Adult
1998,220,08-Aug-98,32,2,1200,M,72,720,63,Adult
1998,220,08-Aug-98,32,2,1200,F,63,630,53,Adult
1998,220,08-Aug-98,32,2,1200,F,65,650,53,Adult
1998,220,08-Aug-98,32,2,1219,M,66,660,53,Adult
1998,220,08-Aug-98,32,2,1433,M,62,620,53,Adult
1998,220,08-Aug-98,32,2,1811,M,57,570,53,Adult
1998,220,08-Aug-98,32,2,1811,M,70,700,63,Adult
1998,220,08-Aug-98,32,2,1811,M,60,600,53,Adult
1998,220,08-Aug-98,32,1,1835,M,68,680,53,Adult
1998,221,09-Aug-98,33,1,850,M,65,650,52,Adult
1998,221,09-Aug-98,33,1,850,F,58,580,53,Adult
1998,221,09-Aug-98,33,1,850,F,53,530,42,Adult
1998,221,09-Aug-98,33,1,850,F,61,610,53,Adult
1998,221,09-Aug-98,33,1,850,F,60,600,53,Adult
1998,221,09-Aug-98,33,1,850,M,68,680,52,Adult
1998,221,09-Aug-98,33,1,850,F,60,600,53,Adult
1998,221,09-Aug-98,33,1,850,M,63,630,53,Adult
1998,221,09-Aug-98,33,1,850,M,70,700,63,Adult
1998,221,09-Aug-98,33,1,850,M,58,580,53,Adult
1998,221,09-Aug-98,33,1,1435,M,60,600,53,Adult
1998,221,09-Aug-98,33,1,1435,F,64,640,53,Adult
1998,221,09-Aug-98,33,2,1508,F,65,650,53,Adult
1998,221,09-Aug-98,33,2,1508,F,64,640,63,Adult
1998,222,10-Aug-98,33,1,912,M,58,580,52,Adult
1998,222,10-Aug-98,33,1,912,M,55,550,42,Adult
1998,222,10-Aug-98,33,1,912,M,61,610,53,Adult
1998,222,10-Aug-98,33,2,948,F,61,610,52,Adult
1998,222,10-Aug-98,33,2,948,F,59,590,52,Adult
1998,222,10-Aug-98,33,2,948,F,65,650,53,Adult
1998,222,10-Aug-98,33,2,948,F,57,570,42,Adult
1998,222,10-Aug-98,33,2,948,M,67,670,53,Adult
1998,222,10-Aug-98,33,2,1452,F,58,580,52,Adult
1998,222,10-Aug-98,33,2,1452,F,61,610,53,Adult
1998,222,10-Aug-98,33,2,1452,F,61,610,52,Adult
1998,222,10-Aug-98,33,2,1452,F,63,630,53,Adult
1998,222,10-Aug-98,33,2,1452,F,62,620,53,Adult
1998,222,10-Aug-98,33,2,1740,F,53,530,42,Adult
1998,222,10-Aug-98,33,2,1740,M,66,660,53,Adult
1998,222,10-Aug-98,33,2,1740,M,68,680,63,Adult
1998,222,10-Aug-98,33,2,1740,F,62,620,53,Adult
1998,223,11-Aug-98,33,2,850,F,57,570,53,Adult
1998,223,11-Aug-98,33,2,850,M,66,660,53,Adult
1998,223,11-Aug-98,33,2,850,M,66,660,52,Adult
1998,223,11-Aug-98,33,2,850,M,60,600,53,Adult
1998,223,11-Aug-98,33,2,850,F,65,650,53,Adult
1998,223,11-Aug-98,33,2,850,F,63,630,52,Adult
1998,223,11-Aug-98,33,2,850,M,65,650,53,Adult
1998,223,11-Aug-98,33,2,850,M,54,540,53,Adult
1998,223,11-Aug-98,33,2,850,M,55,550,42,Adult
1998,223,11-Aug-98,33,2,850,M,66,660,63,Adult
1998,223,11-Aug-98,33,2,850,F,60,600,53,Adult
1998,223,11-Aug-98,33,2,850,F,61,610,53,Adult
1998,223,11-Aug-98,33,2,850,F,62,620,63,Adult
1998,223,11-Aug-98,33,2,850,M,61,610,63,Adult
1998,223,11-Aug-98,33,2,850,F,63,630,63,Adult
1998,223,11-Aug-98,33,2,850,M,59,590,53,Adult
1998,223,11-Aug-98,33,2,850,M,60,600,53,Adult
1998,223,11-Aug-98,33,2,850,F,61,610,53,Adult
1998,223,11-Aug-98,33,2,850,F,62,620,53,Adult
1998,223,11-Aug-98,33,2,850,F,62,620,53,Adult
1998,223,11-Aug-98,33,2,850,M,65,650,42,Adult
1998,223,11-Aug-98,33,2,850,F,63,630,52,Adult
1998,223,11-Aug-98,33,2,957,F,59,590,53,Adult
1998,224,12-Aug-98,33,2,850,M,62,620,53,Adult
1998,224,12-Aug-98,33,2,850,M,57,570,53,Adult
1998,224,12-Aug-98,33,2,850,F,59,590,53,Adult
1998,224,12-Aug-98,33,2,850,M,67,670,53,Adult
1998,224,12-Aug-98,33,2,850,F,62,620,53,Adult
1998,224,12-Aug-98,33,2,850,M,65,650,53,Adult
1998,224,12-Aug-98,33,2,850,F,56,560,53,Adult
1998,224,12-Aug-98,33,2,850,F,60,600,53,Adult
1998,224,12-Aug-98,33,2,850,F,59,590,53,Adult
1998,224,12-Aug-98,33,2,850,F,61,610,53,Adult
1998,224,12-Aug-98,33,2,850,F,62,620,63,Adult
1998,224,12-Aug-98,33,2,850,F,61,610,53,Adult
