year,date,statWeek,fishWheel,time,sex,flCM,age,size,stockID,stockIDPpn
2000,6-Aug-00,33,1,1015,M,47,42,Adult,,
2000,6-Aug-00,33,1,1015,M,64,42,Adult,,
2000,6-Aug-00,33,1,1015,F,56,42,Adult,,
2000,6-Aug-00,33,1,1015,F,59,53,Adult,,
2000,6-Aug-00,33,1,1015,M,63,53,Adult,,
2000,6-Aug-00,33,1,1015,M,62,53,Adult,,
2000,6-Aug-00,33,1,1015,M,65,2M,Adult,,
2000,6-Aug-00,33,1,1015,F,62,2M,Adult,,
2000,6-Aug-00,33,2,1600,M,72,63,Adult,,
2000,6-Aug-00,33,2,1600,F,63,UD,Adult,,
2000,6-Aug-00,33,2,1600,M,56,53,Adult,,
2000,6-Aug-00,33,2,1600,M,53,42,Adult,,
2000,6-Aug-00,33,2,1600,M,73,63,Adult,,
2000,6-Aug-00,33,2,1600,M,63,2M,Adult,,
2000,6-Aug-00,33,2,1600,F,61,42,Adult,,
2000,6-Aug-00,33,2,1600,M,63,42,Adult,,
2000,6-Aug-00,33,2,1600,M,70,42,Adult,,
2000,6-Aug-00,33,2,1600,M,60,42,Adult,,
2000,6-Aug-00,33,2,1600,F,59,53,Adult,,
2000,6-Aug-00,33,2,1600,M,75,63,Adult,,
2000,6-Aug-00,33,2,1600,M,64,53,Adult,,
2000,6-Aug-00,33,1,1745,M,64,42,Adult,,
2000,6-Aug-00,33,1,1745,F,54,RG,Adult,,
2000,6-Aug-00,33,1,1745,M,63,53,Adult,,
2000,6-Aug-00,33,1,1745,F,53,42,Adult,,
2000,6-Aug-00,33,1,1745,M,53,53,Adult,,
2000,6-Aug-00,33,1,1745,M,63,42,Adult,,
2000,6-Aug-00,33,1,1745,F,60,42,Adult,,
2000,6-Aug-00,33,1,1745,M,62,53,Adult,,
2000,6-Aug-00,33,1,1745,M,66,53,Adult,,
2000,6-Aug-00,33,1,1745,F,57,42,Adult,,
2000,6-Aug-00,33,1,1745,M,61,2M,Adult,,
2000,6-Aug-00,33,1,1745,M,60,42,Adult,,
2000,6-Aug-00,33,1,1745,M,62,2M,Adult,,
2000,6-Aug-00,33,1,1745,M,53,42,Adult,,
2000,6-Aug-00,33,1,1839,M,72,63,Adult,,
2000,7-Aug-00,33,2,1450,M,62,53,Adult,,
2000,7-Aug-00,33,2,1450,F,63,53,Adult,,
2000,7-Aug-00,33,2,1450,M,62,63,Adult,,
2000,7-Aug-00,33,2,1450,F,61,52,Adult,,
2000,7-Aug-00,33,2,1450,M,68,52,Adult,,
2000,7-Aug-00,33,2,1450,M,68,63,Adult,,
2000,7-Aug-00,33,2,1450,F,64,42,Adult,,
2000,7-Aug-00,33,2,1450,M,66,42,Adult,,
2000,7-Aug-00,33,2,1450,M,57,53,Adult,,
2000,7-Aug-00,33,2,1450,M,57,42,Adult,,
2000,7-Aug-00,33,2,1450,M,68,42,Adult,,
2000,7-Aug-00,33,2,1450,M,68,42,Adult,,
2000,7-Aug-00,33,2,1450,M,68,42,Adult,,
2000,7-Aug-00,33,2,1450,F,61,42,Adult,,
2000,7-Aug-00,33,2,1450,F,63,53,Adult,,
2000,7-Aug-00,33,2,1450,M,62,42,Adult,,
2000,7-Aug-00,33,2,1450,F,54,42,Adult,,
2000,7-Aug-00,33,2,1450,F,56,42,Adult,,
2000,7-Aug-00,33,2,1450,F,62,42,Adult,,
2000,7-Aug-00,33,2,1450,M,64,63,Adult,,
2000,7-Aug-00,33,2,1450,M,57,42,Adult,,
2000,7-Aug-00,33,2,1450,M,67,42,Adult,,
2000,7-Aug-00,33,2,1450,M,73,63,Adult,,
2000,7-Aug-00,33,2,1450,M,63,RG,Adult,,
2000,7-Aug-00,33,2,1450,M,54,UD,Adult,,
2000,7-Aug-00,33,1,1715,M,76,RG,Adult,,
2000,7-Aug-00,33,1,1715,F,61,53,Adult,,
2000,7-Aug-00,33,1,1715,M,66,63,Adult,,
2000,7-Aug-00,33,1,1715,F,51,42,Adult,,
2000,7-Aug-00,33,1,1715,F,69,63,Adult,,
2000,7-Aug-00,33,1,1715,F,62,42,Adult,,
2000,7-Aug-00,33,1,1715,F,50,42,Adult,,
2000,7-Aug-00,33,1,1715,F,59,42,Adult,,
2000,7-Aug-00,33,1,1715,F,59,42,Adult,,
2000,7-Aug-00,33,1,1715,F,57,53,Adult,,
2000,7-Aug-00,33,1,1715,M,61,42,Adult,,
2000,7-Aug-00,33,1,1715,F,61,42,Adult,,
2000,8-Aug-00,33,1,935,M,54,2M,Adult,,
2000,8-Aug-00,33,1,935,M,51,42,Adult,,
2000,8-Aug-00,33,1,1602,M,68,63,Adult,,
2000,8-Aug-00,33,1,1602,F,62,42,Adult,,
2000,8-Aug-00,33,1,1602,M,61,53,Adult,,
2000,8-Aug-00,33,1,1602,M,69,63,Adult,,
2000,8-Aug-00,33,1,1602,M,60,2M,Adult,,
2000,8-Aug-00,33,1,1602,M,61,42,Adult,,
2000,8-Aug-00,33,1,1602,M,65,42,Adult,,
2000,8-Aug-00,33,1,1602,M,65,53,Adult,,
2000,8-Aug-00,33,1,1602,M,48,42,Adult,,
2000,8-Aug-00,33,1,1602,F,51,42,Adult,,
2000,8-Aug-00,33,1,1602,M,58,42,Adult,,
2000,8-Aug-00,33,1,1602,M,58,42,Adult,,
2000,8-Aug-00,33,1,1602,M,55,42,Adult,,
2000,8-Aug-00,33,1,1602,M,55,42,Adult,,
2000,8-Aug-00,33,1,1602,F,66,42,Adult,,
2000,8-Aug-00,33,1,1602,M,55,42,Adult,,
2000,8-Aug-00,33,1,1602,M,61,53,Adult,,
2000,8-Aug-00,33,1,1602,M,65,53,Adult,,
2000,8-Aug-00,33,1,1602,M,59,42,Adult,,
2000,8-Aug-00,33,1,1602,F,61,42,Adult,,
2000,8-Aug-00,33,1,1602,M,53,42,Adult,,
2000,8-Aug-00,33,1,1602,F,57,2M,Adult,,
2000,8-Aug-00,33,1,1713,M,73,3M,Adult,,
2000,9-Aug-00,33,2,843,M,57,42,Adult,,
2000,9-Aug-00,33,2,843,F,64,42,Adult,,
2000,9-Aug-00,33,2,843,F,60,42,Adult,,
2000,9-Aug-00,33,2,843,F,63,42,Adult,,
2000,9-Aug-00,33,2,843,F,59,42,Adult,,
2000,9-Aug-00,33,2,843,F,59,42,Adult,,
2000,9-Aug-00,33,2,843,M,70,63,Adult,,
2000,9-Aug-00,33,2,843,F,59,42,Adult,,
2000,9-Aug-00,33,2,843,F,60,42,Adult,,
2000,9-Aug-00,33,2,843,F,62,53,Adult,,
2000,9-Aug-00,33,2,843,F,53,42,Adult,,
2000,9-Aug-00,33,2,843,F,72,63,Adult,,
2000,9-Aug-00,33,2,843,M,58,53,Adult,,
2000,9-Aug-00,33,1,1043,F,58,42,Adult,,
2000,9-Aug-00,33,1,1043,M,55,42,Adult,,
2000,9-Aug-00,33,1,1043,M,60,42,Adult,,
2000,9-Aug-00,33,1,1043,M,56,42,Adult,,
2000,9-Aug-00,33,1,1043,M,65,53,Adult,,
2000,9-Aug-00,33,1,1048,M,73,63,Adult,,
2000,10-Aug-00,33,2,954,F,54,42,Adult,,
2000,10-Aug-00,33,2,954,F,56,42,Adult,,
2000,10-Aug-00,33,2,954,M,55,53,Adult,,
2000,10-Aug-00,33,2,954,M,52,42,Adult,,
2000,10-Aug-00,33,2,954,M,64,63,Adult,,
2000,10-Aug-00,33,2,954,M,64,53,Adult,,
2000,10-Aug-00,33,2,954,F,59,53,Adult,,
2000,10-Aug-00,33,2,954,M,62,2M,Adult,,
2000,10-Aug-00,33,2,954,F,56,42,Adult,,
2000,10-Aug-00,33,2,954,M,60,42,Adult,,
2000,10-Aug-00,33,2,954,M,68,2M,Adult,,
2000,10-Aug-00,33,2,954,F,59,42,Adult,,
2000,10-Aug-00,33,2,954,M,66,2M,Adult,,
2000,10-Aug-00,33,2,954,M,58,2M,Adult,,
2000,11-Aug-00,33,2,910,F,60,42,Adult,,
2000,11-Aug-00,33,2,910,F,68,42,Adult,,
2000,11-Aug-00,33,2,910,F,57,53,Adult,,
2000,11-Aug-00,33,2,910,F,61,2M,Adult,,
2000,11-Aug-00,33,2,910,F,64,52,Adult,,
2000,11-Aug-00,33,2,910,M,65,53,Adult,,
2000,11-Aug-00,33,2,910,M,63,42,Adult,,
2000,11-Aug-00,33,2,910,F,67,2M,Adult,,
2000,11-Aug-00,33,2,910,M,62,42,Adult,,
2000,11-Aug-00,33,2,910,F,66,63,Adult,,
2000,11-Aug-00,33,2,910,M,50,42,Adult,,
2000,11-Aug-00,33,2,910,F,61,53,Adult,,
2000,11-Aug-00,33,2,910,M,65,63,Adult,,
2000,11-Aug-00,33,2,910,F,60,42,Adult,,
2000,12-Aug-00,33,2,900,F,57,42,Adult,,
2000,12-Aug-00,33,2,900,F,47,42,Adult,,
2000,12-Aug-00,33,2,900,M,70,63,Adult,,
2000,12-Aug-00,33,2,900,M,61,53,Adult,,
2000,12-Aug-00,33,2,900,M,57,53,Adult,,
2000,12-Aug-00,33,2,900,M,59,53,Adult,,
2000,12-Aug-00,33,2,900,M,49,42,Adult,,
2000,12-Aug-00,33,2,900,F,65,63,Adult,,
2000,12-Aug-00,33,2,900,M,65,63,Adult,,
2000,12-Aug-00,33,2,900,M,63,53,Adult,,
2000,12-Aug-00,33,2,900,F,61,53,Adult,,
2000,12-Aug-00,33,2,900,M,62,53,Adult,,
2000,12-Aug-00,33,2,955,F,52,42,Adult,,
2000,13-Aug-00,34,2,905,M,54,42,Adult,,
2000,13-Aug-00,34,2,905,F,56,2M,Adult,,
2000,13-Aug-00,34,2,905,M,49,42,Adult,,
2000,13-Aug-00,34,2,905,F,57,2M,Adult,,
2000,13-Aug-00,34,2,905,M,53,42,Adult,,
2000,14-Aug-00,34,2,845,M,69,RG,Adult,,
2000,14-Aug-00,34,2,845,F,64,2M,Adult,,
2000,14-Aug-00,34,2,845,F,58,2M,Adult,,
2000,14-Aug-00,34,2,845,F,57,42,Adult,,
2000,14-Aug-00,34,2,845,F,69,2M,Adult,,
2000,15-Aug-00,34,2,910,F,64,63,Adult,,
2000,15-Aug-00,34,2,910,M,51,42,Adult,,
2000,15-Aug-00,34,2,910,M,61,52,Adult,,
2000,15-Aug-00,34,2,910,M,44,42,Adult,,
2000,15-Aug-00,34,2,910,M,61,53,Adult,,
2000,15-Aug-00,34,2,910,F,62,53,Adult,,
2000,15-Aug-00,34,2,910,M,55,42,Adult,,
2000,15-Aug-00,34,2,910,M,67,63,Adult,,
2000,15-Aug-00,34,2,910,M,69,2M,Adult,,
2000,15-Aug-00,34,2,910,F,52,42,Adult,,
2000,16-Aug-00,34,2,911,M,62,2M,Adult,,
2000,16-Aug-00,34,2,911,M,66,42,Adult,,
2000,16-Aug-00,34,2,911,F,60,53,Adult,,
2000,16-Aug-00,34,2,911,F,56,53,Adult,,
2000,16-Aug-00,34,2,946,M,60,53,Adult,,
2000,17-Aug-00,34,2,901,M,67,2M,Adult,,
2000,17-Aug-00,34,2,901,F,63,53,Adult,,
2000,17-Aug-00,34,2,901,M,66,63,Adult,,
2000,17-Aug-00,34,2,901,F,67,63,Adult,,
2000,17-Aug-00,34,2,901,F,57,42,Adult,,
2000,17-Aug-00,34,2,901,M,65,53,Adult,,
2000,18-Aug-00,34,2,905,F,69,42,Adult,,
2000,18-Aug-00,34,2,905,F,59,53,Adult,,
2000,18-Aug-00,34,2,905,M,58,2M,Adult,,
2000,18-Aug-00,34,2,905,M,64,53,Adult,,
2000,18-Aug-00,34,2,905,F,63,53,Adult,,
2000,18-Aug-00,34,2,905,M,68,42,Adult,,
2000,18-Aug-00,34,2,905,M,61,42,Adult,,
2000,18-Aug-00,34,2,905,F,59,53,Adult,,
2000,18-Aug-00,34,2,905,F,57,42,Adult,,
2000,18-Aug-00,34,2,905,F,61,52,Adult,,
2000,19-Aug-00,34,2,847,M,56,2M,Adult,,
2000,19-Aug-00,34,2,847,F,58,53,Adult,,
2000,19-Aug-00,34,2,847,F,58,53,Adult,,
2000,19-Aug-00,34,2,847,F,68,42,Adult,,
2000,19-Aug-00,34,2,847,F,55,42,Adult,,
2000,19-Aug-00,34,2,847,F,61,53,Adult,,
2000,19-Aug-00,34,2,847,M,53,53,Adult,,
2000,19-Aug-00,34,1,1030,M,52,42,Adult,,
2000,19-Aug-00,34,1,1030,F,56,2M,Adult,,
2000,19-Aug-00,34,2,1653,M,65,53,Adult,,
2000,20-Aug-00,35,2,900,M,66,63,Adult,,
2000,20-Aug-00,35,2,900,M,53,42,Adult,,
2000,20-Aug-00,35,2,900,M,63,53,Adult,,
2000,20-Aug-00,35,2,900,F,61,63,Adult,,
2000,20-Aug-00,35,2,900,F,67,63,Adult,,
2000,20-Aug-00,35,2,900,F,56,53,Adult,,
2000,20-Aug-00,35,2,900,M,56,42,Adult,,
2000,20-Aug-00,35,2,900,F,62,2M,Adult,,
2000,20-Aug-00,35,2,1011,F,57,RG,Adult,,
2000,20-Aug-00,35,1,1026,M,61,42,Adult,,
2000,21-Aug-00,35,2,910,M,58,S2,Adult,,
2000,21-Aug-00,35,2,910,M,68,63,Adult,,
2000,21-Aug-00,35,2,910,M,50,42,Adult,,
2000,21-Aug-00,35,2,910,M,60,2M,Adult,,
2000,21-Aug-00,35,2,910,M,48,53,Adult,,
2000,21-Aug-00,35,2,910,M,69,RG,Adult,,
2000,21-Aug-00,35,2,910,F,67,63,Adult,,
2000,21-Aug-00,35,2,910,M,50,42,Adult,,
2000,21-Aug-00,35,2,910,M,71,63,Adult,,
2000,21-Aug-00,35,2,910,F,59,53,Adult,,
2000,21-Aug-00,35,1,1749,F,59,42,Adult,,
2000,21-Aug-00,35,1,1749,F,61,42,Adult,,
2000,21-Aug-00,35,1,1749,M,62,42,Adult,,
2000,21-Aug-00,35,2,1810,M,64,63,Adult,,
2000,21-Aug-00,35,2,1810,M,73,63,Adult,,
2000,21-Aug-00,35,2,1810,F,57,42,Adult,,
2000,21-Aug-00,35,2,1810,F,68,63,Adult,,
2000,21-Aug-00,35,2,1810,F,66,63,Adult,,
2000,21-Aug-00,35,2,1810,M,64,42,Adult,,
2000,22-Aug-00,35,1,915,M,49,42,Adult,Meziadin_beach,0.5337
2000,22-Aug-00,35,1,915,F,56,53,Adult,,
2000,22-Aug-00,35,1,915,M,55,42,Adult,,
2000,22-Aug-00,35,1,915,F,63,53,Adult,,
2000,24-Aug-00,35,2,1704,M,63,53,Adult,Hanna_Cr,0.8174
2000,24-Aug-00,35,2,1704,F,59,53,Adult,,
2000,25-Aug-00,35,1,934,M,59,W,Adult,Meziadin_beach,0.4228
2000,25-Aug-00,35,2,1640,M,58,42,Adult,,
2000,25-Aug-00,35,1,1706,M,50,42,Adult,,
2000,25-Aug-00,35,1,1706,M,58,53,Adult,,
2000,26-Aug-00,35,2,858,M,61,53,Adult,Hanna_Cr,0.6827
2000,26-Aug-00,35,2,858,F,62,53,Adult,,
2000,26-Aug-00,35,1,955,M,59,NS,Adult,,
2000,27-Aug-00,36,2,1631,F,53,42,Adult,,
2000,27-Aug-00,36,2,1631,M,62,42,Adult,,
2000,27-Aug-00,36,2,1631,M,63,42,Adult,,
2000,27-Aug-00,36,2,1631,M,63,53,Adult,,
2000,27-Aug-00,36,1,1723,M,70,53,Adult,,
2000,27-Aug-00,36,1,1723,F,55,42,Adult,,
2000,28-Aug-00,36,2,902,F,65,53,Adult,,
2000,28-Aug-00,36,2,902,F,63,53,Adult,,
2000,28-Aug-00,36,2,902,F,57,42,Adult,,
2000,28-Aug-00,36,2,902,M,65,53,Adult,,
2000,28-Aug-00,36,2,902,M,58,42,Adult,,
2000,28-Aug-00,36,2,902,F,59,42,Adult,,
2000,28-Aug-00,36,1,1002,F,68,53,Adult,,
2000,28-Aug-00,36,1,1002,F,60,42,Adult,,
2000,28-Aug-00,36,1,1002,M,61,42,Adult,,
2000,28-Aug-00,36,1,1028,F,63,42,Adult,,
2000,28-Aug-00,36,1,1724,F,55,42,Adult,,
2000,28-Aug-00,36,1,1724,M,55,53,Adult,,
2000,28-Aug-00,36,1,1724,M,65,42,Adult,,
2000,28-Aug-00,36,1,1724,F,58,42,Adult,,
2000,29-Aug-00,36,2,940,F,57,UD,Adult,,
2000,29-Aug-00,36,2,940,F,53,63,Adult,,
2000,29-Aug-00,36,2,940,F,59,42,Adult,,
2000,29-Aug-00,36,2,940,M,47,42,Adult,,
2000,29-Aug-00,36,2,940,F,55,63,Adult,,
2000,29-Aug-00,36,2,940,M,58,3M,Adult,,
2000,29-Aug-00,36,2,940,M,51,42,Adult,,
2000,29-Aug-00,36,2,940,F,53,42,Adult,,
2000,29-Aug-00,36,2,940,F,63,52,Adult,,
2000,29-Aug-00,36,2,940,M,63,42,Adult,,
2000,29-Aug-00,36,2,940,M,56,42,Adult,,
2000,29-Aug-00,36,1,1125,M,67,63,Adult,,
2000,29-Aug-00,36,1,1125,M,52,42,Adult,,
2000,29-Aug-00,36,1,1125,M,71,63,Adult,,
2000,29-Aug-00,36,1,1125,F,64,63,Adult,,
2000,29-Aug-00,36,1,1125,F,61,53,Adult,,
2000,29-Aug-00,36,1,1125,F,69,63,Adult,,
2000,29-Aug-00,36,1,1125,F,67,2M,Adult,,
2000,29-Aug-00,36,2,1739,F,68,NS,Adult,,
2000,29-Aug-00,36,2,1739,M,67,63,Adult,,
2000,29-Aug-00,36,2,1739,M,62,42,Adult,,
2000,29-Aug-00,36,2,1739,M,74,NS,Adult,,
2000,29-Aug-00,36,2,1739,M,62,53,Adult,,
2000,29-Aug-00,36,2,1739,M,70,53,Adult,,
2000,29-Aug-00,36,2,1739,F,51,52,Adult,,
2000,30-Aug-00,36,2,903,F,59,42,Adult,,
2000,30-Aug-00,36,2,903,M,62,42,Adult,,
2000,30-Aug-00,36,2,903,M,69,63,Adult,,
2000,30-Aug-00,36,2,903,M,61,42,Adult,,
2000,30-Aug-00,36,2,903,F,66,63,Adult,,
2000,30-Aug-00,36,2,903,F,59,RG,Adult,,
2000,30-Aug-00,36,1,1003,F,55,42,Adult,,
2000,30-Aug-00,36,1,1003,F,57,42,Adult,,
2000,30-Aug-00,36,1,1003,M,54,42,Adult,,
2000,30-Aug-00,36,1,1003,M,70,63,Adult,,
2000,31-Aug-00,36,2,856,M,74,63,Adult,,
2000,31-Aug-00,36,2,856,F,55,42,Adult,,
2000,31-Aug-00,36,2,856,M,67,53,Adult,,
2000,31-Aug-00,36,2,856,F,63,53,Adult,,
2000,31-Aug-00,36,2,856,F,55,42,Adult,,
2000,31-Aug-00,36,2,856,M,65,52,Adult,,
2000,31-Aug-00,36,2,856,M,62,53,Adult,,
2000,31-Aug-00,36,1,1031,M,75,53,Adult,,
2000,31-Aug-00,36,1,1031,F,61,RG,Adult,,
2000,31-Aug-00,36,1,1031,F,68,63,Adult,,
2000,1-Sep-00,36,2,902,F,61,63,Adult,,
2000,1-Sep-00,36,2,902,F,58,42,Adult,,
2000,1-Sep-00,36,2,902,F,65,63,Adult,,
2000,1-Sep-00,36,2,902,F,57,42,Adult,,
2000,1-Sep-00,36,2,902,F,68,S2,Adult,,
2000,1-Sep-00,36,2,902,M,60,42,Adult,,
2000,1-Sep-00,36,1,1003,M,61,52,Adult,,
2000,1-Sep-00,36,1,1003,M,48,42,Adult,,
2000,1-Sep-00,36,2,1615,F,64,53,Adult,,
2000,1-Sep-00,36,1,1651,M,71,63,Adult,,
2000,2-Sep-00,36,2,900,F,54,42,Adult,,
2000,2-Sep-00,36,2,900,F,56,42,Adult,,
2000,2-Sep-00,36,2,900,F,63,52,Adult,,
2000,2-Sep-00,36,2,900,M,67,63,Adult,,
2000,2-Sep-00,36,2,900,M,58,42,Adult,,
2000,2-Sep-00,36,2,900,M,67,63,Adult,,
2000,2-Sep-00,36,2,900,F,60,42,Adult,,
2000,2-Sep-00,36,2,900,F,50,42,Adult,,
2000,2-Sep-00,36,2,900,M,68,63,Adult,,
2000,2-Sep-00,36,2,900,M,67,53,Adult,,
2000,3-Sep-00,37,2,848,M,58,42,Adult,,
2000,3-Sep-00,37,2,848,F,54,42,Adult,,
2000,3-Sep-00,37,2,848,M,68,53,Adult,,
2000,3-Sep-00,37,2,848,M,67,53,Adult,,
2000,3-Sep-00,37,2,1308,F,56,42,Adult,,
2000,4-Sep-00,37,1,1020,F,54,42,Adult,,
2000,4-Sep-00,37,1,1020,F,54,2M,Adult,,
2000,4-Sep-00,37,1,1020,F,64,52,Adult,,
2000,4-Sep-00,37,1,1020,F,60,53,Adult,,
2000,5-Sep-00,37,2,841,F,53,42,Adult,,
2000,5-Sep-00,37,2,841,F,52,42,Adult,,
2000,5-Sep-00,37,2,841,F,64,63,Adult,,
2000,5-Sep-00,37,2,841,M,63,63,Adult,,
2000,5-Sep-00,37,1,923,M,51,42,Adult,,
2000,5-Sep-00,37,1,923,F,49,42,Adult,,
2000,5-Sep-00,37,1,923,M,50,NS,Adult,,
2000,5-Sep-00,37,1,923,M,59,42,Adult,,
2000,5-Sep-00,37,1,923,F,56,42,Adult,,
2000,5-Sep-00,37,1,923,M,45,42,Adult,,
2000,5-Sep-00,37,1,1741,M,42,42,Adult,,
2000,6-Sep-00,37,2,905,F,57,42,Adult,,
2000,6-Sep-00,37,2,905,M,60,42,Adult,,
2000,6-Sep-00,37,2,905,M,48,RG,Adult,,
2000,6-Sep-00,37,2,905,M,53,UD,Adult,,
2000,6-Sep-00,37,2,905,M,52,42,Adult,,
2000,6-Sep-00,37,2,905,F,55,42,Adult,,
2000,6-Sep-00,37,2,905,M,53,42,Adult,,
2000,6-Sep-00,37,2,905,F,56,42,Adult,,
2000,6-Sep-00,37,2,905,M,64,52,Adult,,
2000,6-Sep-00,37,1,1020,F,58,42,Adult,,
2000,7-Sep-00,37,2,856,M,51,42,Adult,,
2000,7-Sep-00,37,2,856,M,63,52,Adult,,
2000,7-Sep-00,37,2,856,F,49,42,Adult,,
2000,7-Sep-00,37,2,856,M,62,42,Adult,,
2000,7-Sep-00,37,2,856,F,58,52,Adult,,
2000,7-Sep-00,37,1,945,F,57,52,Adult,,
2000,7-Sep-00,37,1,945,F,51,42,Adult,,
2000,7-Sep-00,37,2,1035,M,53,2M,Adult,,
2000,7-Sep-00,37,2,1035,F,56,42,Adult,,
2000,7-Sep-00,37,2,1035,F,58,42,Adult,,
2000,8-Sep-00,37,2,846,F,61,2M,Adult,,
2000,8-Sep-00,37,2,846,F,68,42,Adult,,
2000,8-Sep-00,37,2,846,F,55,42,Adult,,
2000,8-Sep-00,37,1,926,M,59,42,Adult,,
2000,8-Sep-00,37,1,1743,M,61,2M,Adult,,
2000,8-Sep-00,37,1,1743,,,no age,Adult,,
2000,9-Sep-00,37,1,1000,F,57,2M,Adult,,
2000,9-Sep-00,37,1,1000,,,NS,Adult,,
2000,9-Sep-00,37,1,1000,F,61,NS,Adult,,
2000,9-Sep-00,37,2,1729,F,54,42,Adult,,
2000,9-Sep-00,37,2,1729,M,51,42,Adult,,
2000,9-Sep-00,37,1,1751,M,67,RG,Adult,,
2000,10-Sep-00,38,2,900,F,57,42,Adult,,
2000,10-Sep-00,38,2,925,F,59,63,Adult,,
2000,10-Sep-00,38,1,930,F,53,42,Adult,,
2000,10-Sep-00,38,1,930,F,52,42,Adult,,
2000,10-Sep-00,38,1,957,M,66,63,Adult,,
2000,10-Sep-00,38,1,1618,F,54,42,Adult,,
2000,11-Sep-00,38,2,855,F,52,42,Adult,Meziadin_beach,0.7004
2000,12-Sep-00,38,1,931,F,64,63,Adult,,
2000,12-Sep-00,38,1,931,F,54,42,Adult,,
2000,12-Sep-00,38,1,931,M,57,42,Adult,,
2000,13-Sep-00,38,1,931,F,50,42,Adult,,
2000,13-Sep-00,38,1,931,F,62,42,Adult,,
2000,13-Sep-00,38,1,1732,F,60,42,Adult,,
2000,14-Sep-00,38,1,1002,F,48,42,Adult,,
2000,14-Sep-00,38,2,1615,F,66,63,Adult,,
2000,16-Sep-00,38,2,900,F,63,2M,Adult,,
2000,16-Sep-00,38,1,943,F,57,42,Adult,,
2000,16-Sep-00,38,1,957,F,58,2M,Adult,,
2001,7-Jun-01,23,2,900,F,63,52,Adult,,
2001,7-Jun-01,23,2,900,F,66,52,Adult,,
2001,7-Jun-01,23,2,900,F,60,52,Adult,,
2001,7-Jun-01,23,2,900,F,61,52,Adult,,
2001,7-Jun-01,23,2,923,F,61,52,Adult,,
2001,7-Jun-01,23,2,923,M,62,41,Adult,,
2001,7-Jun-01,23,2,923,F,62,52,Adult,,
2001,7-Jun-01,23,1,1038,F,64,52,Adult,,
2001,7-Jun-01,23,1,1038,F,64,52,Adult,,
2001,7-Jun-01,23,1,1038,F,60,52,Adult,,
2001,7-Jun-01,23,1,1038,M,68,52,Adult,,
2001,7-Jun-01,23,1,1038,F,62,52,Adult,,
2001,7-Jun-01,23,1,1100,F,57,42,Adult,,
2001,7-Jun-01,23,1,1632,M,54,52,Adult,,
2001,7-Jun-01,23,1,1632,M,65,52,Adult,,
2001,7-Jun-01,23,1,1632,F,64,UD,Adult,,
2001,7-Jun-01,23,1,1632,F,61,52,Adult,,
2001,7-Jun-01,23,2,1646,F,63,53,Adult,,
2001,7-Jun-01,23,2,1654,M,63,52,Adult,,
2001,7-Jun-01,23,2,1654,F,66,52,Adult,,
2001,7-Jun-01,23,2,1654,M,63,52,Adult,,
2001,7-Jun-01,23,2,1654,F,66,52,Adult,,
2001,7-Jun-01,23,2,1654,M,62,52,Adult,,
2001,7-Jun-01,23,2,1654,M,68,RG,Adult,,
2001,7-Jun-01,23,2,1654,M,63,52,Adult,,
2001,8-Jun-01,23,2,1703,F,60,52,Adult,,
2001,9-Jun-01,23,2,847,M,54,63,Adult,,
2001,9-Jun-01,23,2,847,M,66,52,Adult,,
2001,9-Jun-01,23,2,847,F,57,42,Adult,,
2001,9-Jun-01,23,2,847,M,69,52,Adult,,
2001,9-Jun-01,23,2,847,M,64,52,Adult,,
2001,9-Jun-01,23,2,847,M,69,3M,Adult,,
2001,9-Jun-01,23,1,950,M,64,52,Adult,,
2001,9-Jun-01,23,1,950,M,68,52,Adult,,
2001,9-Jun-01,23,2,1447,F,65,52,Adult,,
2001,9-Jun-01,23,2,1447,F,63,52,Adult,,
2001,9-Jun-01,23,1,1814,F,66,3M,Adult,,
2001,9-Jun-01,23,2,1824,F,64,52,Adult,,
2001,9-Jun-01,23,2,1824,M,65,42,Adult,,
2001,9-Jun-01,23,2,1824,F,64,52,Adult,,
2001,10-Jun-01,24,2,843,M,63,RG,Adult,,
2001,10-Jun-01,24,2,843,F,62,52,Adult,,
2001,10-Jun-01,24,2,843,M,67,52,Adult,,
2001,10-Jun-01,24,2,843,F,66,52,Adult,,
2001,10-Jun-01,24,2,843,M,66,52,Adult,,
2001,10-Jun-01,24,1,912,M,62,3M,Adult,,
2001,10-Jun-01,24,1,1655,M,72,52,Adult,,
2001,10-Jun-01,24,1,1655,F,69,52,Adult,,
2001,10-Jun-01,24,2,1710,M,65,52,Adult,,
2001,10-Jun-01,24,2,1710,M,70,63,Adult,,
2001,11-Jun-01,24,2,1731,M,63,W,Adult,Tintina_Cr,0.4953
2001,12-Jun-01,24,2,846,M,68,63,Adult,,
2001,12-Jun-01,24,2,846,F,64,52,Adult,,
2001,12-Jun-01,24,2,846,M,66,52,Adult,,
2001,12-Jun-01,24,2,846,M,67,52,Adult,,
2001,12-Jun-01,24,2,846,M,69,52,Adult,,
2001,12-Jun-01,24,2,914,F,67,52,Adult,,
2001,12-Jun-01,24,1,931,M,66,3M,Adult,,
2001,12-Jun-01,24,1,931,F,62,52,Adult,,
2001,12-Jun-01,24,1,1630,M,65,52,Adult,,
2001,12-Jun-01,24,1,1630,F,65,52,Adult,,
2001,12-Jun-01,24,1,1630,F,67,52,Adult,,
2001,12-Jun-01,24,1,1630,M,61,52,Adult,,
