"year_f","age","age_f","period","sex","n","mean_yday","sd_yday","mean_fl","sd_fl","se_fl","up","lo"
"1946","63","6[3]","Gilbert-Clemens","male",26,207.307692307692,7.98382981165922,720.538461538462,26.3047231792783,5.15878064579987,730.649671604229,710.427251472694
"1947","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1947","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1947","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1947","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1947","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1947","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1947","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1947","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1948","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1948","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1948","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1948","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1948","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1948","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1948","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1948","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1949","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1949","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1949","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1949","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1949","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1949","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1949","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1949","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1950","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1950","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1950","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1950","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1950","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1950","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1950","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1950","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1951","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1951","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1951","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1951","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1951","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1951","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1951","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1951","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1952","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1952","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1952","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1952","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1952","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1952","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1952","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1952","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1953","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1953","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1953","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1953","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1953","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1953","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1953","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1953","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1954","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1954","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1954","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1954","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1954","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1954","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1954","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1954","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1955","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1955","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1955","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1955","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1955","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1955","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1955","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1955","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1956","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1956","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1956","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1956","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1956","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1956","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1956","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1956","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1957","42","4[2]","Bilton","female",68,200.485294117647,12.2309768798159,569.455882352941,20.129753595284,2.44109118502978,574.2404210756,564.671343630283
"1957","42","4[2]","Bilton","male",82,200.926829268293,13.7972805406055,592.109756097561,30.9782903263675,3.42097987593042,598.814876654385,585.404635540737
"1957","52","5[2]","Bilton","female",104,194.394230769231,8.80138809576353,620.230769230769,23.7107287048125,2.32502823744891,624.787824576169,615.673713885369
"1957","52","5[2]","Bilton","male",73,193.739726027397,9.01083822290979,651.534246575342,27.7619254614525,3.24928760438187,657.902850279931,645.165642870754
"1957","53","5[3]","Bilton","female",396,198.565656565657,13.45082868176,607.388888888889,26.1091240229028,1.3120328483155,609.960473271587,604.817304506191
"1957","53","5[3]","Bilton","male",288,195.020833333333,11.4587390383249,627.774305555556,27.7197479173815,1.63340181043018,630.975773103999,624.572838007112
"1957","63","6[3]","Bilton","female",20,198.7,12.1702830482156,636.65,35.2379505348245,7.87944527836426,652.093712745594,621.206287254406
"1957","63","6[3]","Bilton","male",14,190,8.02879433424088,663.071428571429,21.7978978722342,5.8257332564135,674.489865753999,651.652991388858
"1958","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1958","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1958","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1958","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1958","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1958","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1958","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1958","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1959","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1959","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1959","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1959","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1959","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1959","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1959","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1959","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1960","42","4[2]","Bilton","female",128,206.015625,9.17200840541353,559.265625,24.7645556896129,2.18889815764964,563.555865388993,554.975384611007
"1960","42","4[2]","Bilton","male",220,202.245454545455,12.7638805193079,581.409090909091,27.0886572344949,1.82631689818104,584.988672029526,577.829509788656
"1960","52","5[2]","Bilton","female",66,208.030303030303,14.3944109847909,602.348484848485,17.649138069381,2.17245871946021,606.606503938627,598.090465758343
"1960","52","5[2]","Bilton","male",38,214.421052631579,15.4371114420033,616.605263157895,22.4481859541385,3.64157662728796,623.742753347379,609.46777296841
"1960","53","5[3]","Bilton","female",77,208.935064935065,10.4558440751895,584.168831168831,29.6014769356827,3.37340137564707,590.780697865099,577.556964472563
"1960","53","5[3]","Bilton","male",128,205.203125,11.8237445438985,609.7578125,29.3737110204716,2.59629378139868,614.846548311541,604.669076688459
"1960","63","6[3]","Bilton","female",37,216.324324324324,16.7962529783912,613.216216216216,29.5203650375796,4.85311811706256,622.728327725659,603.704104706774
"1960","63","6[3]","Bilton","male",43,213.255813953488,15.4119511809069,644.418604651163,29.7122970839793,4.53108282660446,653.299526991308,635.537682311018
"1961","42",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1961","42",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1961","52",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1961","52",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1961","53",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1961","53",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1961","63",NA,NA,"female",1,NA,NA,NA,NA,NA,NA,NA
"1961","63",NA,NA,"male",1,NA,NA,NA,NA,NA,NA,NA
"1962","42","4[2]","Bilton","female",318,205.135220125786,18.9940373787429,566.339622641509,20.4895388215299,1.14899628213019,568.591655354485,564.087589928534
"1962","42","4[2]","Bilton","male",266,201.672932330827,17.7552059984736,585.928571428571,27.1504295012515,1.66469964111305,589.191382725153,582.66576013199
"1962","52","5[2]","Bilton","female",586,194.61433447099,16.3851527325544,628.037542662116,22.8973619971778,0.945881305671835,629.891470021233,626.183615302999
"1962","52","5[2]","Bilton","male",337,191.925816023739,16.4793472298151,654.712166172107,24.5329637401816,1.33639569056912,657.331501725622,652.092830618591
"1962","53","5[3]","Bilton","female",248,184.604838709677,14.9185744336305,579.423387096774,22.6809006985464,1.44023863459705,582.246254820584,576.600519372964
"1962","53","5[3]","Bilton","male",174,181.810344827586,12.3271262934624,600.770114942529,24.3199773489329,1.84369272481093,604.383752683158,597.156477201899
"1962","63","6[3]","Bilton","female",52,188.057692307692,15.4404783294017,639.692307692308,24.5935895214694,3.41051723336045,646.376921469694,633.007693914921
"1962","63","6[3]","Bilton","male",45,186.8,16.6973051717934,674.311111111111,28.9794772383855,4.32000540382918,682.778321702616,665.843900519606
"1963","42","4[2]","Bilton","female",178,199.747191011236,19.4549492048213,572.657303370787,22.5579098464798,1.69078682674484,575.971245551206,569.343361190367
"1963","42","4[2]","Bilton","male",203,197.231527093596,18.7534971295258,579.699507389163,29.8085201082386,2.09214796527098,583.800117401094,575.598897377231
"1963","52","5[2]","Bilton","female",59,199.474576271186,18.525244595345,621.694915254237,28.0874583849656,3.65667561935789,628.861999468179,614.527831040296
"1963","52","5[2]","Bilton","male",28,193.357142857143,17.2180230415782,652.357142857143,32.5282945616573,6.14726985594287,664.405791774791,640.308493939495
"1963","53","5[3]","Bilton","female",64,192.28125,18.9556447596479,580.28125,26.7115507682434,3.33894384603042,586.82557993822,573.73692006178
"1963","53","5[3]","Bilton","male",67,191.686567164179,18.7739414463513,596.059701492537,27.9473967980621,3.41431793802443,602.751764651065,589.367638334009
"1963","63","6[3]","Bilton","female",13,182.923076923077,11.2728400625984,624.076923076923,35.8130831272166,9.93276211904873,643.545136830259,604.608709323588
"1963","63","6[3]","Bilton","male",6,187,15.6843871413581,660.333333333333,37.0279173957524,15.1165839762531,689.961837926789,630.704828739877
"1964","42","4[2]","Bilton","female",126,205.595238095238,8.17623734628938,559.373015873016,32.9352659930316,2.93410669733789,565.123864999798,553.622166746234
"1964","42","4[2]","Bilton","male",97,205.278350515464,7.56739479064795,571.525773195876,45.2592285210765,4.59537841157811,580.532714882569,562.518831509183
"1964","52","5[2]","Bilton","female",314,204.726114649682,8.61280083424989,622.270700636943,24.1985919933292,1.36560554970581,624.947287514366,619.594113759519
"1964","52","5[2]","Bilton","male",200,202.515,10.1565522084918,652.5,22.4861766581942,1.59001279979678,655.616425087602,649.383574912398
"1964","53","5[3]","Bilton","female",413,201.842615012107,11.5223263621371,596.71186440678,27.2396195541953,1.34037405196095,599.338997548623,594.084731264936
"1964","53","5[3]","Bilton","male",294,197.860544217687,13.5796578333201,619.319727891157,29.6270299964466,1.72788347822442,622.706379508476,615.933076273837
"1964","63","6[3]","Bilton","female",7,197.285714285714,12.4058358003305,620.428571428571,37.2731232161421,14.0879163737972,648.040887521214,592.816255335929
"1964","63","6[3]","Bilton","male",14,190.142857142857,15.6787810694638,685.5,30.5406412707849,8.16232971483181,701.49816624107,669.50183375893
"1965","42","4[2]","Bilton","female",280,204.207142857143,7.76906504901272,578.103571428571,24.6092033683536,1.47068119593923,580.986106572612,575.221036284531
"1965","42","4[2]","Bilton","male",270,204.633333333333,7.74133404447219,597.466666666667,32.6442580501246,1.98666627856365,601.360532572651,593.572800760682
"1965","52","5[2]","Bilton","female",117,206.74358974359,7.71379624568175,610.350427350427,28.928364626923,2.6744282558382,615.59230673187,605.108547968984
"1965","52","5[2]","Bilton","male",74,207.135135135135,6.89515280274985,648.459459459459,30.5467031556012,3.55098211324701,655.419384401424,641.499534517495
"1965","53","5[3]","Bilton","female",125,205.568,7.44803069880372,598.92,26.551714603526,2.37485755090632,603.574720799776,594.265279200224
"1965","53","5[3]","Bilton","male",148,205.945945945946,7.55459384843059,621.952702702703,33.1410784538023,2.72417986800625,627.292095243995,616.61331016141
"1965","63","6[3]","Bilton","female",62,207.709677419355,6.73719087438098,650.241935483871,43.290359917264,5.49788120737649,661.017782650329,639.466088317413
"1965","63","6[3]","Bilton","male",90,207.8,6.02653309321334,686.466666666667,38.7095784099253,4.08034783467477,694.464148422629,678.469184910704
"1966","42","4[2]","Bilton","female",283,212.787985865724,11.7121624291058,564.780918727915,23.7430405601193,1.41137726264973,567.547218162709,562.014619293122
"1966","42","4[2]","Bilton","male",227,211.823788546256,11.7809940574486,581.859030837004,32.111909473434,2.13134228975061,586.036461724916,577.681599949093
"1966","52","5[2]","Bilton","female",259,198.57528957529,15.3478127438561,625.042471042471,25.7128246602705,1.59771718423822,628.173996723578,621.910945361364
"1966","52","5[2]","Bilton","male",157,195.605095541401,15.8869233284289,658.770700636943,31.5417656797819,2.51730695019849,663.704622259332,653.836779014554
"1966","53","5[3]","Bilton","female",186,197.39247311828,15.1287000321057,582.967741935484,26.3311352494007,1.93069250978084,586.751899254654,579.183584616314
"1966","53","5[3]","Bilton","male",126,194.698412698413,15.5523733706569,605.47619047619,30.869457860018,2.75006988161056,610.866327444147,600.086053508234
"1966","63","6[3]","Bilton","female",30,202.233333333333,15.7100524227781,613,25.4233126792361,4.64164061364157,622.097615602738,603.902384397262
"1966","63","6[3]","Bilton","male",21,190.857142857143,15.6150110928097,659.809523809524,30.7174527713791,6.70309773719408,672.947595374424,646.671452244623
"1967","42","4[2]","Bilton","female",480,191.883333333333,13.823935149594,569.9875,23.1871718277482,1.05834475456717,572.061855718952,567.913144281048
"1967","42","4[2]","Bilton","male",555,190.428828828829,14.2841167211396,580.34954954955,36.7341947001162,1.55927972530288,583.405737811143,577.293361287956
"1967","52","5[2]","Bilton","female",533,196.692307692308,10.6293976712002,629.919324577861,25.567893214982,1.10746839023557,632.089962622723,627.748686532999
"1967","52","5[2]","Bilton","male",420,196.604761904762,11.4924890358494,659.904761904762,25.0488873068866,1.22226054750351,662.300392577869,657.509131231655
"1967","53","5[3]","Bilton","female",142,178.767605633803,13.352644964938,583.464788732394,23.4616518170273,1.96885808396969,587.323750576975,579.605826887814
"1967","53","5[3]","Bilton","male",158,175.784810126582,12.082171827878,610.575949367089,27.9638743986944,2.22468639716565,614.936334705533,606.215564028644
"1967","63","6[3]","Bilton","female",36,183.722222222222,13.3942655344124,630.75,33.1260579345885,5.52100965576475,641.571178925299,619.928821074701
"1967","63","6[3]","Bilton","male",56,176.303571428571,13.6180623943578,671.910714285714,28.9766531637356,3.87216815550278,679.5001638705,664.321264700929
"1968","42","4[2]","Bilton","female",23,192.608695652174,11.7114517787847,571.434782608696,23.1257945061678,4.8220614910579,580.886023131169,561.983542086222
"1968","42","4[2]","Bilton","male",33,191.242424242424,10.1520635310952,582.515151515152,35.4340242670456,6.16827188548461,594.604964410701,570.425338619602
"1968","52","5[2]","Bilton","female",168,192.839285714286,9.4294292517462,631.64880952381,24.3714124965558,1.88029529576327,635.334188303506,627.963430744113
"1968","52","5[2]","Bilton","male",97,193.567010309278,8.95580260745192,660.711340206186,27.3503346882655,2.77700574408513,666.154271464592,655.268408947779
"1968","53","5[3]","Bilton","female",47,191.851063829787,11.0531890409102,604.446808510638,32.4183311741167,4.72869960108847,613.715059728772,595.178557292505
"1968","53","5[3]","Bilton","male",39,190.435897435897,11.1775029501106,621.589743589744,35.8364104381343,5.73841824245979,632.837043344965,610.342443834522
"1968","63","6[3]","Bilton","female",9,190.666666666667,6.02079728939615,643.555555555556,20.9708792800344,6.99029309334481,657.256530018511,629.8545810926
"1968","63","6[3]","Bilton","male",6,189.5,10.0747208398049,652.166666666667,41.8445536081659,17.0829674757572,685.649282919151,618.684050414183
"1969","42","4[2]","Bilton","female",134,203.261194029851,16.5492789314229,569.843283582089,24.3862572162421,2.10665176272172,573.972321037024,565.714246127155
"1969","42","4[2]","Bilton","male",133,200.639097744361,16.4562497779878,587.872180451128,29.7431972191235,2.57906228342241,592.927142526636,582.81721837562
"1969","52","5[2]","Bilton","female",136,197.323529411765,13.5471097657964,626.007352941176,23.8766882508874,2.04740912645798,630.020274829034,621.994431053319
"1969","52","5[2]","Bilton","male",96,196.947916666667,14.0984282749731,655.364583333333,25.6100801666131,2.61381786166557,660.487666342198,650.241500324469
"1969","53","5[3]","Bilton","female",127,201.047244094488,11.4675928942892,602.889763779528,23.894353569064,2.12028101777991,607.045514574376,598.734012984679
"1969","53","5[3]","Bilton","male",109,200.990825688073,11.5978090306716,621.449541284404,28.2647818549189,2.70727510066831,626.755800481714,616.143282087094
"1969","63","6[3]","Bilton","female",16,206.5,15.5134350376268,636.4375,41.0202693799053,10.2550673449763,656.537431996154,616.337568003846
"1969","63","6[3]","Bilton","male",17,194.235294117647,16.5700385174745,661.411764705882,38.5098344964137,9.34000677963344,679.718177993964,643.105351417801
"1970","42","4[2]","Bilton","female",51,194.117647058824,9.54912992648761,577.098039215686,24.7582349144367,3.46684632663726,583.893058015895,570.303020415477
"1970","42","4[2]","Bilton","male",43,193.418604651163,10.4840753575069,575.860465116279,40.996272417861,6.25187293268979,588.114136064351,563.606794168207
"1970","52","5[2]","Bilton","female",54,192.555555555556,11.5442817122406,637.148148148148,35.414743442664,4.81933615589463,646.594047013702,627.702249282595
"1970","52","5[2]","Bilton","male",33,189.121212121212,12.7518566681424,652.181818181818,36.066305731124,6.27833796065562,664.487360584703,639.876275778933
"1970","53","5[3]","Bilton","female",58,187.534482758621,12.5085451735742,583.275862068965,27.2401877414817,3.5768118827631,590.286413359181,576.26531077875
"1970","53","5[3]","Bilton","male",36,192.972222222222,14.3098090455685,608.722222222222,23.8346819465262,3.97244699108771,616.508218324754,600.93622611969
"1970","63","6[3]","Bilton","female",12,196.5,3.08957190326662,631.583333333333,20.4292941778726,5.89742924647441,643.142294656423,620.024372010243
"1970","63","6[3]","Bilton","male",10,191.4,8.99629553390357,648.7,30.3316849368958,9.59172096712113,667.499773095557,629.900226904443
"1971","42","4[2]","Bilton","female",32,199.8125,9.79610686331153,568.8125,17.986442026543,3.17958378159682,575.04448421193,562.58051578807
"1971","42","4[2]","Bilton","male",45,201.022222222222,11.1813336513236,573.666666666667,30.7253226922917,4.58026067803874,582.643977595623,564.689355737711
"1971","52","5[2]","Bilton","female",24,200.916666666667,8.96814006535826,620.5,26.146743084236,5.33718158266859,630.96087590203,610.03912409797
"1971","52","5[2]","Bilton","male",13,197.230769230769,3.6321216516394,652.615384615385,17.3663393836969,4.81655593192531,662.055834241958,643.174934988811
"1971","53","5[3]","Bilton","female",38,197.105263157895,6.10179182227563,588.684210526316,22.3160410893247,3.62013989952274,595.77968472938,581.588736323251
"1971","53","5[3]","Bilton","male",39,196.871794871795,3.48817164579086,613.153846153846,32.2674175418147,5.16692199902868,623.281013271942,603.02667903575
"1971","63","6[3]","Bilton","female",9,197.111111111111,3.68932393686311,626.777777777778,27.815363460585,9.27178782019498,644.95048190536,608.605073650196
"1971","63","6[3]","Bilton","male",5,196.8,3.83405790253616,681.8,25.6164009962368,11.4560027932957,704.25376547486,659.34623452514
"1972","42","4[2]","Bilton","female",88,201.579545454545,18.3583246117295,572.806818181818,29.9378121554702,3.19138149883297,579.061925919531,566.551710444106
"1972","42","4[2]","Bilton","male",71,202.253521126761,17.4983413988373,594.718309859155,35.0559483840135,4.16037565527376,602.872646143491,586.563973574818
"1972","52","5[2]","Bilton","female",191,207.633507853403,18.4819037453195,630.44502617801,23.9324897834754,1.73169418487431,633.839146780364,627.050905575657
"1972","52","5[2]","Bilton","male",106,208.160377358491,18.3386849985295,653.481132075472,30.397754031092,2.95249087378132,659.268014188083,647.69424996286
"1972","53","5[3]","Bilton","female",115,195.086956521739,14.4498923794883,600.095652173913,27.763087292632,2.58892123919749,605.16993780274,595.021366545086
"1972","53","5[3]","Bilton","male",106,194.018867924528,13.81509259716,622.952830188679,31.4728551447333,3.05691392500975,628.944381481698,616.96127889566
"1972","63","6[3]","Bilton","female",33,201.424242424242,20.2808874051259,644.212121212121,40.8348484567391,7.10843470065529,658.144653225406,630.279589198837
"1972","63","6[3]","Bilton","male",30,196.033333333333,15.365620678989,689.466666666667,34.9617853774891,6.38311950063501,701.977580887911,676.955752445422
"1973","42","4[2]","Monkley Dump","female",467,175.192719486081,13.4735996227635,577.004282655246,26.9771796517511,1.24835499635424,579.451058448101,574.557506862392
"1973","42","4[2]","Monkley Dump","male",346,177.537572254335,13.3599023211622,606.28612716763,32.4097262825732,1.74235767923887,609.701148218938,602.871106116322
"1973","52","5[2]","Monkley Dump","female",66,176.242424242424,14.4627485482911,642.045454545455,24.4555683878912,3.01027237561257,647.945588401655,636.145320689254
"1973","52","5[2]","Monkley Dump","male",60,174.883333333333,14.4821241847995,672.3,26.2176677394256,3.38468635103982,678.933985248038,665.666014751962
"1973","53","5[3]","Monkley Dump","female",476,185.357142857143,13.8774550764359,611.373949579832,27.9796707017525,1.28244610398204,613.887543943637,608.860355216027
"1973","53","5[3]","Monkley Dump","male",400,184.9425,13.8482355489625,635.3775,32.7470749999543,1.63735374999771,638.586713349996,632.168286650005
"1973","63","6[3]","Monkley Dump","female",15,183,17.0293863659264,653,27.4668631523254,7.09191357076763,666.900150598705,639.099849401295
"1973","63","6[3]","Monkley Dump","male",33,186.848484848485,15.3034334630362,697.363636363636,32.2061894107893,5.60637795989542,708.352137165031,686.375135562241
"1974","42","4[2]","Monkley Dump","female",68,177.441176470588,11.5233472968412,586.294117647059,25.9632684414936,3.14850876972187,592.465194835714,580.123040458404
"1974","42","4[2]","Monkley Dump","male",55,175.727272727273,11.4268276687973,617.636363636364,32.0638042360469,4.32348248119823,626.110389299512,609.162337973215
"1974","52","5[2]","Monkley Dump","female",182,176.192307692308,13.6819171766445,648.730769230769,24.2388902263494,1.79670608169049,652.252313150883,645.209225310656
"1974","52","5[2]","Monkley Dump","male",211,175.142180094787,12.7872210386472,675.886255924171,31.5883696305324,2.17463304734226,680.148536696962,671.62397515138
"1974","53","5[3]","Monkley Dump","female",327,182.932721712538,14.1063576013848,609.660550458716,26.8891909944145,1.48697565973439,612.575022751795,606.746078165636
"1974","53","5[3]","Monkley Dump","male",310,183.338709677419,13.683835866652,638.864516129032,31.705884912972,1.80077325515979,642.394031709145,635.335000548919
"1974","63","6[3]","Monkley Dump","female",52,181.788461538462,14.815646920238,660.365384615385,30.7692416101037,4.2669260897065,668.728559751209,652.00220947956
"1974","63","6[3]","Monkley Dump","male",103,178.252427184466,14.8968469137797,696.504854368932,31.384045461626,3.09236188605793,702.565883665605,690.443825072259
"1975","42","4[2]","Monkley Dump","female",98,188.15306122449,16.0388394834413,576.561224489796,26.2034334440806,2.64694649695425,581.749239623826,571.373209355766
"1975","42","4[2]","Monkley Dump","male",100,189.82,16.0475178231036,599.22,42.9657086664717,4.29657086664717,607.641278898628,590.798721101372
"1975","52","5[2]","Monkley Dump","female",34,176.088235294118,16.8763195166425,623.470588235294,33.29413024445,5.70989623047359,634.661984847022,612.279191623566
"1975","52","5[2]","Monkley Dump","male",34,174.705882352941,14.9109059370827,669.970588235294,24.9016067318017,4.27059032227917,678.340945266961,661.600231203627
"1975","53","5[3]","Monkley Dump","female",284,178.052816901408,15.3459756060684,594.838028169014,25.8347937857018,1.53301297040457,597.842733591007,591.833322747021
"1975","53","5[3]","Monkley Dump","male",244,179.627049180328,15.2778197272703,622.610655737705,33.0349616705144,2.11484671049773,626.75575529028,618.465556185129
"1975","63","6[3]","Monkley Dump","female",7,191.428571428571,17.6621737323689,627.285714285714,53.2093797674629,20.111255182957,666.70377444431,587.867654127119
"1975","63","6[3]","Monkley Dump","male",32,186.9375,18.527986677526,680.34375,36.5712820305064,6.4649503801142,693.015052745024,667.672447254976
"1976","42","4[2]","Monkley Dump","female",164,191.896341463415,16.0190143544733,575.512195121951,27.8692142318427,2.17622001373318,579.777586348868,571.246803895034
"1976","42","4[2]","Monkley Dump","male",133,189.105263157895,17.9680959505818,595.09022556391,34.686137884065,3.00766959635611,600.985257972768,589.195193155052
"1976","52","5[2]","Monkley Dump","female",55,175.381818181818,17.515591899675,631.2,31.0318832457487,4.18433828325183,639.401303035174,622.998696964826
"1976","52","5[2]","Monkley Dump","male",50,178.84,18.8824073179891,663.36,34.954641162162,4.94333275994143,673.048932209485,653.671067790515
"1976","53","5[3]","Monkley Dump","female",387,181.692506459948,17.9371678459423,594.94315245478,27.3867309004657,1.39214576946826,597.671758162938,592.214546746623
"1976","53","5[3]","Monkley Dump","male",311,180.938906752412,18.3426032581208,620.446945337621,29.2803399084619,1.66033575145889,623.70120341048,617.192687264761
"1976","63","6[3]","Monkley Dump","female",20,177.75,18.275306894968,632.3,31.4895137098719,7.04126932336852,646.100887873802,618.499112126198
"1976","63","6[3]","Monkley Dump","male",24,175.708333333333,17.2890494789059,685,29.4278779391243,6.00694043031337,696.773603243414,673.226396756586
"1977","42","4[2]","Monkley Dump","female",309,176.440129449838,15.2217528892749,596.650485436893,24.7769433842208,1.40951106244734,599.41312711929,593.887843754496
"1977","42","4[2]","Monkley Dump","male",220,174.681818181818,13.4544262501311,619.240909090909,30.1819620008377,2.03486746298355,623.229249318357,615.252568863461
